YMD,NAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,TMP_2,DEW_2,RH,AT mean,AT max
5/23/1992,PHU BAI,16.4,107.7,1992,5,23,29.65,23.92,70.4,27.185076,30.93522
5/25/1992,PHU BAI,16.4,107.7,1992,5,25,26.9625,23.5125,82.375,24.50746625,29.22859
5/26/1992,PHU BAI,16.4,107.7,1992,5,26,27.38333333,23.7,81.5,24.92864333,29.5222
5/27/1992,PHU BAI,16.4,107.7,1992,5,27,27.94,24.08,80.6,25.487784,28.45481
5/28/1992,PHU BAI,16.4,107.7,1992,5,28,27.21428571,23.78333333,80.33333333,24.761885,30.12778
5/29/1992,PHU BAI,16.4,107.7,1992,5,29,29.125,24.275,77.25,26.6686575,31.342
5/30/1992,PHU BAI,16.4,107.7,1992,5,30,32.51666667,22.05,55.66666667,30.00593167,33.88662
5/31/1992,PHU BAI,16.4,107.7,1992,5,31,31.68571429,23.47142857,64.71428571,29.20171286,34.63444
6/1/1992,PHU BAI,16.4,107.7,1992,6,1,30.63333333,24.06666667,70.16666667,28.16475333,33.22448
6/2/1992,PHU BAI,16.4,107.7,1992,6,2,29.5,24.2,73.85714286,27.04026,31.34353
6/3/1992,PHU BAI,16.4,107.7,1992,6,3,25.53333333,22.26666667,82.33333333,23.06781333,23.74935
6/4/1992,PHU BAI,16.4,107.7,1992,6,4,30.5,23.66,67.6,28.025998,30.13084
6/5/1992,PHU BAI,16.4,107.7,1992,6,5,29.42,24.18,74.6,26.960434,29.74395
6/6/1992,PHU BAI,16.4,107.7,1992,6,6,29.3,23.94285714,73.57142857,26.83752571,31.42304
6/7/1992,PHU BAI,16.4,107.7,1992,6,7,30.9,24.4,69.0,28.43492,30.32964
6/8/1992,PHU BAI,16.4,107.7,1992,6,8,26.93333333,23.65,82.66666667,24.48057833,26.55091
6/9/1992,PHU BAI,16.4,107.7,1992,6,9,26.61666667,23.36666667,83.16666667,24.16147667,27.74065
6/10/1992,PHU BAI,16.4,107.7,1992,6,10,27.9375,24.1875,81.125,25.48694375,29.84182
6/11/1992,PHU BAI,16.4,107.7,1992,6,11,27.025,24.5,86.5,24.5847,26.8537
6/12/1992,PHU BAI,16.4,107.7,1992,6,12,28.06666667,24.66666667,83.5,25.62266667,30.6462
6/13/1992,PHU BAI,16.4,107.7,1992,6,13,28.97142857,24.4,80.83333333,26.51792,31.33435
6/14/1992,PHU BAI,16.4,107.7,1992,6,14,28.325,23.8125,78.0,25.86638125,30.8297
6/15/1992,PHU BAI,16.4,107.7,1992,6,15,28.76666667,24.85,80.66666667,26.32127167,30.55445
6/16/1992,PHU BAI,16.4,107.7,1992,6,16,29.73333333,24.36666667,73.66666667,27.27474333,31.02391
6/17/1992,PHU BAI,16.4,107.7,1992,6,17,30.8,23.81666667,67.66666667,28.326595,31.5255
6/18/1992,PHU BAI,16.4,107.7,1992,6,18,29.06666667,24.43333333,77.16666667,26.61309667,30.9444
6/19/1992,PHU BAI,16.4,107.7,1992,6,19,30.16,24.26,72.6,27.697218,31.63408
6/20/1992,PHU BAI,16.4,107.7,1992,6,20,28.96666667,24.52,79.0,26.51502267,30.3327
6/22/1992,PHU BAI,16.4,107.7,1992,6,22,30.92,24.225,67.5,28.4521225,32.62349
6/23/1992,PHU BAI,16.4,107.7,1992,6,23,30.53333333,22.63333333,65.0,28.04342333,32.60819
6/24/1992,PHU BAI,16.4,107.7,1992,6,24,31.92,23.2,60.0,29.43044,34.00897
6/25/1992,PHU BAI,16.4,107.7,1992,6,25,31.04,23.75,64.25,28.564135,32.71983
6/26/1992,PHU BAI,16.4,107.7,1992,6,26,29.14,24.24,76.4,26.683032,32.01791
6/28/1992,PHU BAI,16.4,107.7,1992,6,28,27.6,21.4,69.0,25.10882,25.10882
6/29/1992,PHU BAI,16.4,107.7,1992,6,29,27.775,22.275,73.0,25.2961575,28.02967
7/1/1992,PHU BAI,16.4,107.7,1992,7,1,29.36666667,23.13333333,72.0,26.89140667,31.61878
7/2/1992,PHU BAI,16.4,107.7,1992,7,2,29.5625,23.8625,73.75,27.09722125,32.92628
7/3/1992,PHU BAI,16.4,107.7,1992,7,3,31.4,23.08333333,62.83333333,28.911775,33.21683
7/4/1992,PHU BAI,16.4,107.7,1992,7,4,29.56666667,23.45,71.83333333,27.09505167,33.82088
7/5/1992,PHU BAI,16.4,107.7,1992,7,5,32.32,23.4,64.5,29.8311,34.13132
7/6/1992,PHU BAI,16.4,107.7,1992,7,6,31.25,21.98,59.2,28.745794,32.49196
7/7/1992,PHU BAI,16.4,107.7,1992,7,7,29.45,24.14,74.6,26.989642,28.75454
7/8/1992,PHU BAI,16.4,107.7,1992,7,8,25.86666667,23.13333333,85.33333333,23.41240667,24.47269
7/9/1992,PHU BAI,16.4,107.7,1992,7,9,25.66666667,22.7,84.16666667,23.20697667,25.84134
7/10/1992,PHU BAI,16.4,107.7,1992,7,10,27.95714286,22.8,75.28571429,25.48524,29.22859
7/11/1992,PHU BAI,16.4,107.7,1992,7,11,29.6,23.8,73.5,27.13354,36.49244
7/12/1992,PHU BAI,16.4,107.7,1992,7,12,27.78333333,24.08333333,81.5,25.33210833,28.74536
7/13/1992,PHU BAI,16.4,107.7,1992,7,13,26.65,23.86666667,85.33333333,24.20226,25.95604
7/15/1992,PHU BAI,16.4,107.7,1992,7,15,27.94285714,23.31428571,77.14285714,25.47890857,29.12766
7/16/1992,PHU BAI,16.4,107.7,1992,7,16,28.35,23.55,76.66666667,25.887215,29.53597
7/17/1992,PHU BAI,16.4,107.7,1992,7,17,29.24,22.98,70.6,26.763154,30.91227
7/18/1992,PHU BAI,16.4,107.7,1992,7,18,27.875,23.8,80.0,25.41889,30.0345
7/19/1992,PHU BAI,16.4,107.7,1992,7,19,31.175,23.15714286,65.71428571,28.68925429,32.20906
7/20/1992,PHU BAI,16.4,107.7,1992,7,20,30.42,25.02,74.2,27.967286,32.34977
7/21/1992,PHU BAI,16.4,107.7,1992,7,21,30.75,22.46666667,63.16666667,28.25624,32.61125
7/22/1992,PHU BAI,16.4,107.7,1992,7,22,28.48333333,23.0,73.33333333,26.01133333,29.71335
7/23/1992,PHU BAI,16.4,107.7,1992,7,23,28.05,23.38,75.6,25.586414,27.54644
7/24/1992,PHU BAI,16.4,107.7,1992,7,24,28.76666667,22.66666667,70.33333333,26.28786667,28.62607
7/25/1992,PHU BAI,16.4,107.7,1992,7,25,26.45714286,23.98571429,86.57142857,24.01238143,25.94992
7/26/1992,PHU BAI,16.4,107.7,1992,7,26,28.0,23.6,78.28571429,25.54008,30.02379
7/27/1992,PHU BAI,16.4,107.7,1992,7,27,26.68,23.58,83.6,24.227694,28.04803
7/28/1992,PHU BAI,16.4,107.7,1992,7,28,25.16666667,24.33333333,95.33333333,22.73496667,23.57503
7/30/1992,PHU BAI,16.4,107.7,1992,7,30,27.1,24.16666667,84.66666667,24.65415,29.14602
7/31/1992,PHU BAI,16.4,107.7,1992,7,31,29.2,23.66666667,73.0,26.7339,29.4228
8/1/1992,PHU BAI,16.4,107.7,1992,8,1,27.46,23.78,81.4,25.006074,30.72877
8/2/1992,PHU BAI,16.4,107.7,1992,8,2,28.42857143,24.02857143,78.28571429,25.97263714,30.23789
8/3/1992,PHU BAI,16.4,107.7,1992,8,3,29.25,24.25,78.0,26.792525,29.53597
8/4/1992,PHU BAI,16.4,107.7,1992,8,4,28.22,24.04,78.8,25.765492,28.63525
8/6/1992,PHU BAI,16.4,107.7,1992,8,6,28.9,23.06666667,71.66666667,26.42652,30.51467
8/7/1992,PHU BAI,16.4,107.7,1992,8,7,29.9,23.61428571,71.14285714,27.42889857,32.52409
8/8/1992,PHU BAI,16.4,107.7,1992,8,8,29.475,23.34285714,68.42857143,27.00229571,32.60666
8/9/1992,PHU BAI,16.4,107.7,1992,8,9,30.33333333,23.8,69.5,27.86247333,31.42457
8/10/1992,PHU BAI,16.4,107.7,1992,8,10,28.97142857,24.32,83.2,26.516696,30.53609
8/11/1992,PHU BAI,16.4,107.7,1992,8,11,27.95,24.26666667,80.83333333,25.50058,27.75442
8/12/1992,PHU BAI,16.4,107.7,1992,8,12,27.71666667,23.61666667,79.66666667,25.25870167,30.32199
8/13/1992,PHU BAI,16.4,107.7,1992,8,13,28.0,24.025,80.0,25.5465825,30.23636
8/14/1992,PHU BAI,16.4,107.7,1992,8,14,28.2,23.625,78.25,25.7392625,30.72724
8/15/1992,PHU BAI,16.4,107.7,1992,8,15,31.68333333,22.52,57.0,29.18478933,32.89109
8/16/1992,PHU BAI,16.4,107.7,1992,8,16,28.78333333,23.56666667,74.83333333,26.31820333,30.9138
8/17/1992,PHU BAI,16.4,107.7,1992,8,17,27.8,23.84,80.2,25.344952,29.82652
8/18/1992,PHU BAI,16.4,107.7,1992,8,18,27.73333333,24.53333333,83.33333333,25.28929333,28.3447
8/19/1992,PHU BAI,16.4,107.7,1992,8,19,27.62857143,23.61428571,79.85714286,25.17109857,30.12013
8/20/1992,PHU BAI,16.4,107.7,1992,8,20,30.68571429,23.84285714,69.28571429,28.21339571,33.71689
8/21/1992,PHU BAI,16.4,107.7,1992,8,21,29.71666667,24.2,73.66666667,27.25562667,31.84665
8/22/1992,PHU BAI,16.4,107.7,1992,8,22,31.13333333,23.95,66.33333333,28.65996833,31.91851
8/23/1992,PHU BAI,16.4,107.7,1992,8,23,28.2,24.16666667,82.83333333,25.74755,30.43516
8/24/1992,PHU BAI,16.4,107.7,1992,8,24,28.46,24.66,80.6,26.013538,28.7576
8/25/1992,PHU BAI,16.4,107.7,1992,8,25,28.3,25.24,84.8,25.863372,27.76972
8/26/1992,PHU BAI,16.4,107.7,1992,8,26,28.08333333,25.16666667,84.66666667,25.64688333,28.16732
8/27/1992,PHU BAI,16.4,107.7,1992,8,27,26.68571429,24.27142857,87.0,24.24395286,25.95451
8/28/1992,PHU BAI,16.4,107.7,1992,8,28,27.03333333,24.13333333,84.66666667,24.58737333,27.54797
8/29/1992,PHU BAI,16.4,107.7,1992,8,29,29.5125,24.9875,78.125,27.06473375,31.04839
8/30/1992,PHU BAI,16.4,107.7,1992,8,30,30.54285714,24.42857143,71.42857143,28.08035714,32.13414
8/31/1992,PHU BAI,16.4,107.7,1992,8,31,31.01428571,24.65714286,70.57142857,28.55245429,33.23213
9/1/1992,PHU BAI,16.4,107.7,1992,9,1,31.22,24.88,70.4,28.760344,33.13579
9/2/1992,PHU BAI,16.4,107.7,1992,9,2,28.01666667,24.16,80.8,25.56521467,32.01791
9/3/1992,PHU BAI,16.4,107.7,1992,9,3,27.08,24.06,84.4,24.632638,29.04203
9/4/1992,PHU BAI,16.4,107.7,1992,9,4,29.81666667,25.0,76.66666667,27.36726667,30.54221
9/5/1992,PHU BAI,16.4,107.7,1992,9,5,30.62857143,23.11428571,65.42857143,28.14544857,31.82982
9/6/1992,PHU BAI,16.4,107.7,1992,9,6,30.98,22.56,62.0,28.486288,32.09589
9/7/1992,PHU BAI,16.4,107.7,1992,9,7,29.66,22.7,66.8,27.17635,31.90474
9/8/1992,PHU BAI,16.4,107.7,1992,9,8,28.6,24.2,78.0,26.14566,28.857
9/9/1992,PHU BAI,16.4,107.7,1992,9,9,28.4,24.4,79.83333333,25.94992,30.14614
9/12/1992,PHU BAI,16.4,107.7,1992,9,12,30.05,21.9,62.25,27.55177,31.71206
9/13/1992,PHU BAI,16.4,107.7,1992,9,13,29.075,23.3,72.75,26.60404,31.0132
9/15/1992,PHU BAI,16.4,107.7,1992,9,15,27.23333333,24.9,87.33333333,24.79790333,26.5555
9/16/1992,PHU BAI,16.4,107.7,1992,9,16,29.65,23.15,69.25,27.173295,31.22118
9/18/1992,PHU BAI,16.4,107.7,1992,9,18,23.4,22.7,96.0,20.95391,20.95391
9/20/1992,PHU BAI,16.4,107.7,1992,9,20,25.1,23.95,91.0,22.662835,23.66525
9/21/1992,PHU BAI,16.4,107.7,1992,9,21,26.875,23.775,83.75,24.4245075,26.64725
9/22/1992,PHU BAI,16.4,107.7,1992,9,22,24.9,24.0,95.0,22.4648,22.4648
9/23/1992,PHU BAI,16.4,107.7,1992,9,23,26.3,22.86666667,83.0,23.83906,28.12295
9/25/1992,PHU BAI,16.4,107.7,1992,9,25,27.45,23.95,82.0,24.998735,27.74218
9/26/1992,PHU BAI,16.4,107.7,1992,9,26,26.08333333,23.61666667,87.0,23.63516833,26.45304
9/28/1992,PHU BAI,16.4,107.7,1992,9,28,24.875,23.625,92.75,22.4342125,23.16978
9/29/1992,PHU BAI,16.4,107.7,1992,9,29,26.6,23.45,83.0,24.146185,25.33975
9/30/1992,PHU BAI,16.4,107.7,1992,9,30,26.56666667,23.43333333,83.66666667,24.11279667,27.83546
10/1/1992,PHU BAI,16.4,107.7,1992,10,1,26.7,23.75,84.5,24.250175,26.54479
10/2/1992,PHU BAI,16.4,107.7,1992,10,2,26.98,23.92,84.2,24.531096,28.54197
10/3/1992,PHU BAI,16.4,107.7,1992,10,3,27.01666667,24.08,82.2,24.56999067,28.04191
10/4/1992,PHU BAI,16.4,107.7,1992,10,4,26.62,23.68,84.8,24.169584,28.44104
10/5/1992,PHU BAI,16.4,107.7,1992,10,5,24.34285714,23.38571429,94.42857143,21.90160143,22.763
10/6/1992,PHU BAI,16.4,107.7,1992,10,6,23.14285714,22.76666667,97.33333333,20.69933,21.26282
10/7/1992,PHU BAI,16.4,107.7,1992,10,7,24.04285714,23.47142857,96.57142857,21.60471286,22.76147
10/8/1992,PHU BAI,16.4,107.7,1992,10,8,25.62857143,23.96666667,89.0,23.18849,27.04638
10/9/1992,PHU BAI,16.4,107.7,1992,10,9,23.8125,23.275,96.75,21.3727325,21.66348
10/10/1992,PHU BAI,16.4,107.7,1992,10,10,23.22857143,22.96666667,97.33333333,20.78759,21.76288
10/11/1992,PHU BAI,16.4,107.7,1992,10,11,24.54285714,22.81666667,88.83333333,22.091695,25.64407
10/12/1992,PHU BAI,16.4,107.7,1992,10,12,25.41428571,22.45714286,85.14285714,22.95239429,26.62889
10/13/1992,PHU BAI,16.4,107.7,1992,10,13,24.0,22.18333333,90.0,21.542405,24.34269
10/14/1992,PHU BAI,16.4,107.7,1992,10,14,20.76,19.325,93.5,18.2781125,19.521
10/15/1992,PHU BAI,16.4,107.7,1992,10,15,21.6125,18.71428571,83.28571429,19.11615357,20.71686
10/16/1992,PHU BAI,16.4,107.7,1992,10,16,21.94285714,19.72857143,87.57142857,19.46004714,21.21233
10/17/1992,PHU BAI,16.4,107.7,1992,10,17,22.0,19.65,86.75,19.515645,21.31479
10/18/1992,PHU BAI,16.4,107.7,1992,10,18,22.48,19.64,84.8,19.992612,23.70345
10/19/1992,PHU BAI,16.4,107.7,1992,10,19,22.84,19.46,81.4,20.347698,21.60993
10/20/1992,PHU BAI,16.4,107.7,1992,10,20,21.88,19.98,89.4,19.401414,21.41878
10/21/1992,PHU BAI,16.4,107.7,1992,10,21,23.76,21.14,85.4,21.287882,24.33198
10/22/1992,PHU BAI,16.4,107.7,1992,10,22,23.81666667,21.73333333,88.16666667,21.35328667,22.24917
10/23/1992,PHU BAI,16.4,107.7,1992,10,23,23.03333333,21.96666667,93.66666667,20.57822333,21.142
10/26/1992,PHU BAI,16.4,107.7,1992,10,26,23.15,21.2,89.0,20.68246,21.43408
10/27/1992,PHU BAI,16.4,107.7,1992,10,27,22.28,18.6,79.75,19.7779,23.3976
10/28/1992,PHU BAI,16.4,107.7,1992,10,28,22.83333333,22.4,97.33333333,20.38605333,21.36375
10/29/1992,PHU BAI,16.4,107.7,1992,10,29,23.5,23.1,97.5,21.05943,21.96627
10/30/1992,PHU BAI,16.4,107.7,1992,10,30,24.06,23.54,96.8,21.622802,21.96627
10/31/1992,PHU BAI,16.4,107.7,1992,10,31,23.3,21.84,91.8,20.841352,23.44044
11/1/1992,PHU BAI,16.4,107.7,1992,11,1,24.58,21.36,83.0,22.106328,24.82592
11/2/1992,PHU BAI,16.4,107.7,1992,11,2,22.075,21.525,96.75,19.6188825,20.55019
11/3/1992,PHU BAI,16.4,107.7,1992,11,3,23.08,22.02,93.8,20.625426,21.95097
11/4/1992,PHU BAI,16.4,107.7,1992,11,4,23.24285714,21.42857143,90.14285714,20.77825714,24.42373
11/5/1992,PHU BAI,16.4,107.7,1992,11,5,23.6375,20.9,85.375,21.162445,23.8258
11/6/1992,PHU BAI,16.4,107.7,1992,11,6,22.88333333,22.03333333,95.0,20.43014333,22.05037
11/7/1992,PHU BAI,16.4,107.7,1992,11,7,23.9,21.56666667,87.33333333,21.43357,24.3228
11/8/1992,PHU BAI,16.4,107.7,1992,11,8,23.6875,21.075,86.5,21.2148225,25.61194
11/9/1992,PHU BAI,16.4,107.7,1992,11,9,20.81428571,19.3,91.14285714,18.33169,21.43255
11/10/1992,PHU BAI,16.4,107.7,1992,11,10,18.04,16.06,89.0,15.524478,17.29442
11/11/1992,PHU BAI,16.4,107.7,1992,11,11,17.74285714,17.2,96.71428571,15.24656,16.00834
11/12/1992,PHU BAI,16.4,107.7,1992,11,12,19.44285714,17.55714286,89.0,16.94182429,18.2976
11/13/1992,PHU BAI,16.4,107.7,1992,11,13,18.9,16.81428571,88.0,16.39085857,17.88929
11/14/1992,PHU BAI,16.4,107.7,1992,11,14,19.2,17.96666667,92.66666667,16.70669,17.12469
11/15/1992,PHU BAI,16.4,107.7,1992,11,15,20.06,19.24,95.0,17.581012,18.73039
11/16/1992,PHU BAI,16.4,107.7,1992,11,16,19.62857143,19.02857143,96.28571429,17.14893714,17.73027
11/17/1992,PHU BAI,16.4,107.7,1992,11,17,21.2,20.05,93.33333333,18.726565,19.92625
11/18/1992,PHU BAI,16.4,107.7,1992,11,18,22.14,20.64,91.6,19.669952,22.82568
11/19/1992,PHU BAI,16.4,107.7,1992,11,19,24.45714286,22.14285714,87.57142857,21.99618571,24.63936
11/20/1992,PHU BAI,16.4,107.7,1992,11,20,23.08571429,21.08333333,88.33333333,20.616775,22.44338
11/21/1992,PHU BAI,16.4,107.7,1992,11,21,19.51666667,18.56666667,94.33333333,17.03063667,18.31137
11/22/1992,PHU BAI,16.4,107.7,1992,11,22,22.11428571,19.72857143,86.85714286,19.63044714,23.01989
11/23/1992,PHU BAI,16.4,107.7,1992,11,23,23.24285714,20.94285714,87.71428571,20.77082571,25.20975
11/24/1992,PHU BAI,16.4,107.7,1992,11,24,22.7875,20.48571429,86.14285714,20.31120643,24.41149
11/25/1992,PHU BAI,16.4,107.7,1992,11,25,22.87142857,20.0,84.71428571,20.3872,23.80744
11/26/1992,PHU BAI,16.4,107.7,1992,11,26,20.51428571,18.37142857,87.85714286,18.01928286,20.20915
11/27/1992,PHU BAI,16.4,107.7,1992,11,27,19.5,18.05714286,91.57142857,17.00627429,18.70285
11/28/1992,PHU BAI,16.4,107.7,1992,11,28,21.03333333,17.98,82.4,18.52922733,26.55545
11/29/1992,PHU BAI,16.4,107.7,1992,11,29,17.58,16.425,93.0,15.0728225,19.79013
11/30/1992,PHU BAI,16.4,107.7,1992,11,30,18.8125,14.8125,79.5,16.27325625,20.36817
12/1/1992,PHU BAI,16.4,107.7,1992,12,1,19.38571429,14.4,75.71428571,16.83672,21.55944
12/2/1992,PHU BAI,16.4,107.7,1992,12,2,18.31428571,15.01428571,81.14285714,15.78111857,17.08032
12/3/1992,PHU BAI,16.4,107.7,1992,12,3,17.56666667,16.36,90.6,15.05857467,16.29583
12/4/1992,PHU BAI,16.4,107.7,1992,12,4,18.86,17.92,94.2,16.368016,17.31584
12/5/1992,PHU BAI,16.4,107.7,1992,12,5,23.66666667,21.06666667,85.66666667,21.19398667,21.92955
12/6/1992,PHU BAI,16.4,107.7,1992,12,6,21.54,21.02,96.8,19.079366,20.24281
12/7/1992,PHU BAI,16.4,107.7,1992,12,7,22.975,21.1,89.75,20.50698,22.72475
12/8/1992,PHU BAI,16.4,107.7,1992,12,8,21.55714286,20.61428571,94.42857143,19.09019857,20.63276
12/9/1992,PHU BAI,16.4,107.7,1992,12,9,24.08571429,21.41428571,86.14285714,21.61583857,26.40867
12/10/1992,PHU BAI,16.4,107.7,1992,12,10,22.8875,21.5375,92.25,20.42669875,22.23693
12/11/1992,PHU BAI,16.4,107.7,1992,12,11,23.12857143,21.81428571,92.57142857,20.67055857,23.52913
12/12/1992,PHU BAI,16.4,107.7,1992,12,12,23.3,21.425,89.625,20.8350025,23.73252
12/13/1992,PHU BAI,16.4,107.7,1992,12,13,25.14285714,22.05714286,84.0,22.67647429,26.24659
12/14/1992,PHU BAI,16.4,107.7,1992,12,14,24.7,21.6,84.14285714,22.22928,26.42703
12/15/1992,PHU BAI,16.4,107.7,1992,12,15,22.44285714,21.47142857,94.28571429,19.98371286,21.15118
12/16/1992,PHU BAI,16.4,107.7,1992,12,16,19.22,18.825,97.5,16.7397025,17.12469
12/17/1992,PHU BAI,16.4,107.7,1992,12,17,20.725,19.025,90.5,18.2387325,22.10234
12/18/1992,PHU BAI,16.4,107.7,1992,12,18,21.91428571,18.62857143,82.71428571,19.41481714,23.10093
12/19/1992,PHU BAI,16.4,107.7,1992,12,19,21.65,20.3375,92.5,19.17826375,21.4249
12/20/1992,PHU BAI,16.4,107.7,1992,12,20,22.475,20.625,89.75,20.0027125,22.92967
12/21/1992,PHU BAI,16.4,107.7,1992,12,21,22.3,21.2375,93.75,19.83813375,21.639
12/22/1992,PHU BAI,16.4,107.7,1992,12,22,23.52857143,21.15714286,87.14285714,21.05810429,23.33186
12/23/1992,PHU BAI,16.4,107.7,1992,12,23,22.48571429,20.75714286,90.42857143,20.01538429,23.72181
12/24/1992,PHU BAI,16.4,107.7,1992,12,24,18.77142857,17.78333333,90.66666667,16.277885,19.01482
12/25/1992,PHU BAI,16.4,107.7,1992,12,25,15.92857143,14.12857143,89.14285714,13.39616714,14.37663
12/26/1992,PHU BAI,16.4,107.7,1992,12,26,18.84285714,15.52857143,82.28571429,16.31438714,18.49793
12/27/1992,PHU BAI,16.4,107.7,1992,12,27,20.72857143,18.95714286,89.85714286,18.24124429,21.2261
12/28/1992,PHU BAI,16.4,107.7,1992,12,28,22.17142857,21.12857143,93.85714286,19.70866714,21.13435
12/29/1992,PHU BAI,16.4,107.7,1992,12,29,22.8125,21.45714286,93.14285714,20.35091929,22.64065
12/30/1992,PHU BAI,16.4,107.7,1992,12,30,23.1,21.94285714,93.57142857,20.64412571,23.53372
12/31/1992,PHU BAI,16.4,107.7,1992,12,31,23.21666667,21.18333333,88.66666667,20.74847167,22.43114
1/1/1993,PHU BAI,16.4,107.7,1993,1,1,22.5375,20.1875,87.0,20.05814375,22.31491
1/2/1993,PHU BAI,16.4,107.7,1993,1,2,22.2125,20.9375,92.625,19.74656875,21.64053
1/3/1993,PHU BAI,16.4,107.7,1993,1,3,22.1,19.96666667,88.33333333,19.61989,23.32115
1/4/1993,PHU BAI,16.4,107.7,1993,1,4,24.38333333,21.0,82.66666667,21.90533333,27.47917
1/5/1993,PHU BAI,16.4,107.7,1993,1,5,21.975,19.1125,85.25,19.48257125,23.70192
