YMD,NAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,TMP_2,DEW_2,RH,AT mean,AT max
2/22/1990,QUY NHON,13.77,109.22,1990,2,22,26.92,23.62,82.4,24.466866,25.94074
2/23/1990,QUY NHON,13.77,109.22,1990,2,23,26.2,23.73333333,86.66666667,23.75292,26.35364
2/24/1990,QUY NHON,13.77,109.22,1990,2,24,26.2,24.34,89.8,23.762202,26.56468
2/25/1990,QUY NHON,13.77,109.22,1990,2,25,25.76666667,21.93333333,80.5,23.29464667,26.23741
2/26/1990,QUY NHON,13.77,109.22,1990,2,26,24.86,21.06,80,22.380058,25.118
2/27/1990,QUY NHON,13.77,109.22,1990,2,27,25.73333333,22.16666667,81.33333333,23.26508333,26.51419
2/28/1990,QUY NHON,13.77,109.22,1990,2,28,25.41428571,22.02857143,82.42857143,22.94583714,27.61677
3/1/1990,QUY NHON,13.77,109.22,1990,3,1,26.31428571,22.61428571,80.71428571,23.84939857,27.1213
3/2/1990,QUY NHON,13.77,109.22,1990,3,2,27.525,22.825,76.25,25.0560725,28.51902
3/3/1990,QUY NHON,13.77,109.22,1990,3,3,25.75,21.7625,79.875,23.27546625,26.52643
3/4/1990,QUY NHON,13.77,109.22,1990,3,4,25.21428571,22.02857143,83.28571429,22.74703714,26.52031
3/5/1990,QUY NHON,13.77,109.22,1990,3,5,24.58,21.36,82.6,22.106328,25.01554
3/6/1990,QUY NHON,13.77,109.22,1990,3,6,23.92,20.24,80,21.433152,22.52136
3/7/1990,QUY NHON,13.77,109.22,1990,3,7,24.54,21.06,81.2,22.061978,23.96498
3/8/1990,QUY NHON,13.77,109.22,1990,3,8,23.44285714,21.4,87.66666667,20.97662,22.44032
3/9/1990,QUY NHON,13.77,109.22,1990,3,9,23.5,21.5,88.875,21.03495,24.02613
3/10/1990,QUY NHON,13.77,109.22,1990,3,10,25.76,21.84,79.4,23.286592,25.52019
3/11/1990,QUY NHON,13.77,109.22,1990,3,11,25.45714286,21.97142857,81.57142857,22.98756286,26.52643
3/12/1990,QUY NHON,13.77,109.22,1990,3,12,26.42,22.42,79.2,23.951506,26.72676
3/13/1990,QUY NHON,13.77,109.22,1990,3,13,25.98333333,22.46666667,81.33333333,23.51817333,25.72817
3/14/1990,QUY NHON,13.77,109.22,1990,3,14,26.4,22.3,81.75,23.92979,26.04473
3/15/1990,QUY NHON,13.77,109.22,1990,3,15,26.18571429,23.74285714,87,23.73886571,27.0372
3/16/1990,QUY NHON,13.77,109.22,1990,3,16,27.33333333,23.06666667,78,24.86925333,27.63054
3/17/1990,QUY NHON,13.77,109.22,1990,3,17,26.25,19.28333333,67.33333333,23.734535,26.89343
3/18/1990,QUY NHON,13.77,109.22,1990,3,18,23.56,21.46,88,21.093978,22.34245
3/19/1990,QUY NHON,13.77,109.22,1990,3,19,24,20.675,81.75,21.5193275,23.01836
3/20/1990,QUY NHON,13.77,109.22,1990,3,20,23.06666667,20.76666667,87.33333333,20.59299667,20.8438
3/21/1990,QUY NHON,13.77,109.22,1990,3,21,26.56666667,23.15,82,24.10846167,26.74206
3/22/1990,QUY NHON,13.77,109.22,1990,3,22,25.6,23.81666667,90.16666667,23.157795,25.65631
3/23/1990,QUY NHON,13.77,109.22,1990,3,23,27.22857143,24.45714286,85.14285714,24.78639429,26.85676
3/24/1990,QUY NHON,13.77,109.22,1990,3,24,26.67142857,24.3,87.28571429,24.23019,26.75277
3/25/1990,QUY NHON,13.77,109.22,1990,3,25,26.575,24.225,87.5,24.1331925,26.74665
3/26/1990,QUY NHON,13.77,109.22,1990,3,26,26.51666667,24.51666667,89,24.07967167,26.55244
3/27/1990,QUY NHON,13.77,109.22,1990,3,27,27.45714286,25.04285714,87,25.02255571,27.35529
3/28/1990,QUY NHON,13.77,109.22,1990,3,28,26.3,24.2,88,23.85946,23.85946
3/29/1990,QUY NHON,13.77,109.22,1990,3,29,27.625,24.35,82.5,25.178805,26.85217
3/30/1990,QUY NHON,13.77,109.22,1990,3,30,26.57142857,23.5,83.42857143,24.11855,27.23906
3/31/1990,QUY NHON,13.77,109.22,1990,3,31,26.66,23.48,83,24.206284,26.75124
4/1/1990,QUY NHON,13.77,109.22,1990,4,1,27.16,23.42,81,24.702366,27.45316
4/2/1990,QUY NHON,13.77,109.22,1990,4,2,27.68,22.64,76,25.207312,27.75595
4/3/1990,QUY NHON,13.77,109.22,1990,4,3,27.375,24.275,83.75,24.9291575,25.66855
4/4/1990,QUY NHON,13.77,109.22,1990,4,4,27.08571429,24.85714286,87.85714286,24.65051429,28.0618
4/5/1990,QUY NHON,13.77,109.22,1990,4,5,26.575,23.55,83.75,24.122865,26.24047
4/6/1990,QUY NHON,13.77,109.22,1990,4,6,26.4,22.23333333,78.16666667,23.92877,26.12271
4/7/1990,QUY NHON,13.77,109.22,1990,4,7,27.675,23.95,81.25,25.222385,27.5495
4/8/1990,QUY NHON,13.77,109.22,1990,4,8,27.71666667,24.63333333,83.83333333,25.27425667,27.65043
4/9/1990,QUY NHON,13.77,109.22,1990,4,9,27.3,23.78,81.6,24.847034,28.34317
4/10/1990,QUY NHON,13.77,109.22,1990,4,10,27.71666667,24.11666667,81,25.26635167,28.64443
4/11/1990,QUY NHON,13.77,109.22,1990,4,11,28.35,25.75,86,25.920875,27.47611
4/12/1990,QUY NHON,13.77,109.22,1990,4,12,27.9,24.675,82.75,25.4571275,26.96228
4/13/1990,QUY NHON,13.77,109.22,1990,4,13,26.88333333,23.4,81.33333333,24.42705333,25.85664
4/14/1990,QUY NHON,13.77,109.22,1990,4,14,27.96,24.28,80.8,25.510724,28.53738
4/15/1990,QUY NHON,13.77,109.22,1990,4,15,26.9,24.76,88.2,24.464428,27.366
4/16/1990,QUY NHON,13.77,109.22,1990,4,16,29.06,25.5,81.6,26.62279,29.06039
4/17/1990,QUY NHON,13.77,109.22,1990,4,17,28.8,24.9,80,26.35517,27.55868
4/18/1990,QUY NHON,13.77,109.22,1990,4,18,28.92857143,26.4,86.57142857,26.50592,29.5681
4/19/1990,QUY NHON,13.77,109.22,1990,4,19,27.54,25.36,88,25.109768,27.27731
4/20/1990,QUY NHON,13.77,109.22,1990,4,20,27.225,25.075,88.25,24.7922975,25.1792
4/21/1990,QUY NHON,13.77,109.22,1990,4,21,28.775,25.6,83.75,26.34103,28.35541
4/22/1990,QUY NHON,13.77,109.22,1990,4,22,27.2,24.85,87.75,24.764005,26.76501
4/23/1990,QUY NHON,13.77,109.22,1990,4,23,27.225,25.46666667,90,24.79829,25.47281
4/24/1990,QUY NHON,13.77,109.22,1990,4,24,28.88571429,26.31428571,86.28571429,26.46200857,28.76831
4/25/1990,QUY NHON,13.77,109.22,1990,4,25,29.33333333,25.83333333,82,26.89958333,29.06039
4/26/1990,QUY NHON,13.77,109.22,1990,4,26,28.6,23.68333333,75.66666667,26.137755,29.22553
4/27/1990,QUY NHON,13.77,109.22,1990,4,27,27.1,24.56,86.4,24.660168,27.3507
4/28/1990,QUY NHON,13.77,109.22,1990,4,28,27.5,25.4,88.66666667,25.07062,26.56621
4/29/1990,QUY NHON,13.77,109.22,1990,4,29,29.26,25.9,82.8,26.82771,29.36012
4/30/1990,QUY NHON,13.77,109.22,1990,4,30,28.88333333,25,80.33333333,26.43953333,29.73936
5/1/1990,QUY NHON,13.77,109.22,1990,5,1,27.68,24.48,83.4,25.235464,28.6429
5/2/1990,QUY NHON,13.77,109.22,1990,5,2,28.925,24.925,79.5,26.4798025,30.14461
5/3/1990,QUY NHON,13.77,109.22,1990,5,3,29.88333333,24.86666667,75.33333333,27.43149333,30.14767
5/4/1990,QUY NHON,13.77,109.22,1990,5,4,27.4,24.8,86,24.96204,25.87194
5/5/1990,QUY NHON,13.77,109.22,1990,5,5,26.68571429,22.62857143,78.85714286,24.21881714,27.54032
5/6/1990,QUY NHON,13.77,109.22,1990,5,6,28.9,22.01428571,67.42857143,26.41041857,29.22553
5/7/1990,QUY NHON,13.77,109.22,1990,5,7,28.65,23.91666667,76.33333333,26.191025,29.53597
5/8/1990,QUY NHON,13.77,109.22,1990,5,8,30.675,25.625,74.75,28.2300125,29.55433
5/9/1990,QUY NHON,13.77,109.22,1990,5,9,28.43333333,25.21666667,82.83333333,25.99554833,27.67797
5/10/1990,QUY NHON,13.77,109.22,1990,5,10,27.98,24.975,85.25,25.5412375,26.77878
5/11/1990,QUY NHON,13.77,109.22,1990,5,11,29.76666667,25.96666667,80.5,27.33235667,30.55904
5/12/1990,QUY NHON,13.77,109.22,1990,5,12,28.45,25.08333333,82.5,26.010075,29.1705
5/13/1990,QUY NHON,13.77,109.22,1990,5,13,26.8,22.73333333,78.66666667,24.33402,24.84275
5/14/1990,QUY NHON,13.77,109.22,1990,5,14,28.95714286,25.1,80,26.51443,29.76843
5/15/1990,QUY NHON,13.77,109.22,1990,5,15,27.5,25.2,87.5,25.06756,26.56468
5/16/1990,QUY NHON,13.77,109.22,1990,5,16,30.3,24.68333333,72.66666667,27.842855,31.93534
5/17/1990,QUY NHON,13.77,109.22,1990,5,17,28.85,24.625,78,26.4006625,27.55103
5/18/1990,QUY NHON,13.77,109.22,1990,5,18,28.34,24.5,80.2,25.89181,29.14296
5/19/1990,QUY NHON,13.77,109.22,1990,5,19,28.68,25.12,81.6,26.239256,29.85712
5/20/1990,QUY NHON,13.77,109.22,1990,5,20,30.02,26.46,82,27.591718,31.36189
5/21/1990,QUY NHON,13.77,109.22,1990,5,21,29.2,25.65,81.5,26.764245,29.26531
5/22/1990,QUY NHON,13.77,109.22,1990,5,22,30.925,26.7,78.625,28.49496,30.36942
5/23/1990,QUY NHON,13.77,109.22,1990,5,23,27.83333333,25.5,87.33333333,25.40348333,25.87653
5/24/1990,QUY NHON,13.77,109.22,1990,5,24,26.9,23.42,82.2,24.443926,27.13966
5/25/1990,QUY NHON,13.77,109.22,1990,5,25,26.525,23.925,86.5,24.0789025,27.14119
5/26/1990,QUY NHON,13.77,109.22,1990,5,26,27.06,24.52,86.6,24.619796,28.54503
5/27/1990,QUY NHON,13.77,109.22,1990,5,27,27.13333333,24.93333333,88,24.69901333,27.26201
5/28/1990,QUY NHON,13.77,109.22,1990,5,28,28.8,25.4,85.66666667,26.36282,28.55574
5/29/1990,QUY NHON,13.77,109.22,1990,5,29,29.2,25.225,79.25,26.7577425,28.76525
5/30/1990,QUY NHON,13.77,109.22,1990,5,30,30.87142857,25.35714286,73.85714286,28.42116429,33.2459
5/31/1990,QUY NHON,13.77,109.22,1990,5,31,31.88571429,24.04285714,65,29.40925571,33.94476
6/1/1990,QUY NHON,13.77,109.22,1990,6,1,33.175,23.675,58.25,30.6851775,33.21071
6/2/1990,QUY NHON,13.77,109.22,1990,6,2,32.16666667,27.23333333,75.33333333,29.73733667,30.77467
6/3/1990,QUY NHON,13.77,109.22,1990,6,3,28.25,24.41666667,80.16666667,25.801075,27.85994
6/4/1990,QUY NHON,13.77,109.22,1990,6,4,28.6,24.45,78.75,26.149485,28.4441
6/5/1990,QUY NHON,13.77,109.22,1990,6,5,30.075,24.15,72.5,27.611045,33.31623
6/6/1990,QUY NHON,13.77,109.22,1990,6,6,29.88333333,25.03333333,76,27.43404333,31.5561
6/7/1990,QUY NHON,13.77,109.22,1990,6,7,32.05,23.75,61.5,29.568075,30.02379
6/8/1990,QUY NHON,13.77,109.22,1990,6,8,30.86666667,25.6,74,28.42014667,30.8756
6/9/1990,QUY NHON,13.77,109.22,1990,6,9,29.52,23.42,70.6,27.048206,29.03744
6/10/1990,QUY NHON,13.77,109.22,1990,6,10,29.24,25.58,81,26.802934,29.47023
6/11/1990,QUY NHON,13.77,109.22,1990,6,11,29.36666667,24,73.33333333,26.90466667,27.85688
6/12/1990,QUY NHON,13.77,109.22,1990,6,12,26,23.7,87,23.55361,23.55361
6/13/1990,QUY NHON,13.77,109.22,1990,6,13,27.875,23.75,79.25,25.418125,27.84464
6/14/1990,QUY NHON,13.77,109.22,1990,6,14,27.375,24.75,86.125,24.936425,28.35541
6/15/1990,QUY NHON,13.77,109.22,1990,6,15,24.73333333,23.8,94.66666667,22.29607333,22.46633
6/16/1990,QUY NHON,13.77,109.22,1990,6,16,28.1,22.85,73.66666667,25.628005,27.23447
6/17/1990,QUY NHON,13.77,109.22,1990,6,17,29.06666667,21.7,64.66666667,26.57127667,28.10765
6/18/1990,QUY NHON,13.77,109.22,1990,6,18,30.44,22.26,62.2,27.944938,29.51608
6/19/1990,QUY NHON,13.77,109.22,1990,6,19,29.125,22.475,67.75,26.6411175,28.2147
6/20/1990,QUY NHON,13.77,109.22,1990,6,20,29.91666667,24.62,73.2,27.46085267,29.55433
6/21/1990,QUY NHON,13.77,109.22,1990,6,21,29.82,25.08,76.2,27.371804,30.75325
6/22/1990,QUY NHON,13.77,109.22,1990,6,22,28.92,24.7,78.8,26.47139,29.64302
6/23/1990,QUY NHON,13.77,109.22,1990,6,23,31.7,23.33333333,61.66666667,29.2138,31.80075
6/24/1990,QUY NHON,13.77,109.22,1990,6,24,31.42,22.84,61.2,28.927932,32.89262
6/25/1990,QUY NHON,13.77,109.22,1990,6,25,29.13333333,25.94,80.6,26.70241533,28.39672
6/26/1990,QUY NHON,13.77,109.22,1990,6,26,31.8,24.6,66.83333333,29.33258,34.52586
6/27/1990,QUY NHON,13.77,109.22,1990,6,27,31.9,23.6,62.71428571,29.41668,33.90345
6/28/1990,QUY NHON,13.77,109.22,1990,6,28,28.85,21.825,67.25,26.3578225,28.30492
6/29/1990,QUY NHON,13.77,109.22,1990,6,29,31.575,22.525,59.5,29.0771825,32.90333
6/30/1990,QUY NHON,13.77,109.22,1990,6,30,31.775,23.875,64.25,29.2966375,33.53033
7/1/1990,QUY NHON,13.77,109.22,1990,7,1,28.025,23.325,76.5,25.5607225,28.75454
7/2/1990,QUY NHON,13.77,109.22,1990,7,2,29.22,22.98,69.4,26.743274,28.6276
7/3/1990,QUY NHON,13.77,109.22,1990,7,3,33.21666667,23.83333333,59.66666667,30.72901667,35.90216
7/4/1990,QUY NHON,13.77,109.22,1990,7,4,31.225,23.925,66.625,28.7507025,35.92205
7/5/1990,QUY NHON,13.77,109.22,1990,7,5,29.46666667,21,61.33333333,26.95816667,30.33882
7/6/1990,QUY NHON,13.77,109.22,1990,7,6,30.1,23.72,67.8,27.629316,34.90663
7/7/1990,QUY NHON,13.77,109.22,1990,7,7,29.2625,25.0875,79.5,26.81776375,31.3573
7/8/1990,QUY NHON,13.77,109.22,1990,7,8,29.78,24.525,73.5,27.3235525,30.17062
7/9/1990,QUY NHON,13.77,109.22,1990,7,9,31.2,26.03333333,75,28.75811,31.94452
7/10/1990,QUY NHON,13.77,109.22,1990,7,10,29.53333333,25.63333333,80.33333333,27.09532333,31.15697
7/11/1990,QUY NHON,13.77,109.22,1990,7,11,33.275,25.4,64.25,30.81097,32.54857
7/12/1990,QUY NHON,13.77,109.22,1990,7,12,28.2,24.6,81.33333333,25.75418,28.35694
7/13/1990,QUY NHON,13.77,109.22,1990,7,13,30.75,23.21666667,64.66666667,28.267715,32.01791
7/14/1990,QUY NHON,13.77,109.22,1990,7,14,31.95,23.31666667,61.66666667,29.462045,34.14203
7/15/1990,QUY NHON,13.77,109.22,1990,7,15,31.13333333,26.15,79.25,28.69362833,30.56669
7/16/1990,QUY NHON,13.77,109.22,1990,7,16,28.44,23.5,75.4,25.97591,29.64302
7/17/1990,QUY NHON,13.77,109.22,1990,7,17,30.4,25.7,76,27.95781,27.95781
7/18/1990,QUY NHON,13.77,109.22,1990,7,18,28.06666667,24.26666667,80.5,25.61654667,27.95322
7/19/1990,QUY NHON,13.77,109.22,1990,7,19,30.01666667,23.36666667,68.33333333,27.54107667,30.54221
7/20/1990,QUY NHON,13.77,109.22,1990,7,20,27.525,22.95,76.5,25.057985,26.35364
7/21/1990,QUY NHON,13.77,109.22,1990,7,21,25.83333333,24.13333333,90.33333333,23.39457333,24.46198
7/22/1990,QUY NHON,13.77,109.22,1990,7,22,27.2,24.22,84.2,24.754366,26.74971
7/23/1990,QUY NHON,13.77,109.22,1990,7,23,29.3,23.38333333,71.5,26.828965,30.62478
7/24/1990,QUY NHON,13.77,109.22,1990,7,24,27.1,22.7,77,24.63171,24.63171
7/25/1990,QUY NHON,13.77,109.22,1990,7,25,30.85,26.075,76.5,28.4108475,32.36354
7/26/1990,QUY NHON,13.77,109.22,1990,7,26,31.16666667,26.06666667,75,28.72548667,31.95523
7/27/1990,QUY NHON,13.77,109.22,1990,7,27,30.65,24.2,69.25,28.18336,30.76549
7/28/1990,QUY NHON,13.77,109.22,1990,7,28,30.88,22.36,60.6,28.383828,29.90144
7/29/1990,QUY NHON,13.77,109.22,1990,7,29,30.38333333,21.91666667,60.66666667,27.88335833,30.49478
7/30/1990,QUY NHON,13.77,109.22,1990,7,30,29.34,22.46,66.6,26.854598,27.52502
7/31/1990,QUY NHON,13.77,109.22,1990,7,31,29.5,23.28333333,69.66666667,27.026235,29.84947
8/1/1990,QUY NHON,13.77,109.22,1990,8,1,29.4,22.4,66,26.91332,26.91332
8/2/1990,QUY NHON,13.77,109.22,1990,8,2,34.675,21.725,48.25,32.1463425,34.27504
8/3/1990,QUY NHON,13.77,109.22,1990,8,3,30.74285714,23.25714286,65,28.26123429,31.85277
8/4/1990,QUY NHON,13.77,109.22,1990,8,4,32.71666667,25.3,66.83333333,30.25445667,33.78268
8/5/1990,QUY NHON,13.77,109.22,1990,8,5,30,22.7,65,27.51431,27.51431
8/6/1990,QUY NHON,13.77,109.22,1990,8,6,27.25,23.5,80,24.79305,25.83981
8/7/1990,QUY NHON,13.77,109.22,1990,8,7,26.8,24.12,85.4,24.355236,28.07251
8/8/1990,QUY NHON,13.77,109.22,1990,8,8,28.9,25.15714286,80.85714286,26.45850429,30.55598
8/9/1990,QUY NHON,13.77,109.22,1990,8,9,28.22857143,23.51428571,77.14285714,25.76596857,29.63843
8/10/1990,QUY NHON,13.77,109.22,1990,8,10,29.76666667,23.91666667,72.5,27.30099167,31.94605
8/11/1990,QUY NHON,13.77,109.22,1990,8,11,29.65,25.7,79.5,27.21231,29.27602
8/12/1990,QUY NHON,13.77,109.22,1990,8,12,28.84,25.025,70.75,26.3968425,30.85418
8/13/1990,QUY NHON,13.77,109.22,1990,8,13,30.2,24.55,72,27.741415,29.74395
8/14/1990,QUY NHON,13.77,109.22,1990,8,14,26.725,22.5,78,24.2559,26.12883
8/15/1990,QUY NHON,13.77,109.22,1990,8,15,26.4,23.43333333,84.66666667,23.94713,25.05226
8/16/1990,QUY NHON,13.77,109.22,1990,8,16,26.28333333,23.68333333,85.83333333,23.83498833,26.44845
8/17/1990,QUY NHON,13.77,109.22,1990,8,17,29.1,24.85,79.5,26.652605,29.94275
8/18/1990,QUY NHON,13.77,109.22,1990,8,18,28.175,23.575,77.5,25.7136475,30.62325
8/19/1990,QUY NHON,13.77,109.22,1990,8,19,30.06666667,22.21666667,63,27.57318167,29.5069
8/20/1990,QUY NHON,13.77,109.22,1990,8,20,29.25,21.55,63.5,26.751215,29.99319
8/21/1990,QUY NHON,13.77,109.22,1990,8,21,28.7,21.36666667,64.66666667,26.20171,26.5096
8/22/1990,QUY NHON,13.77,109.22,1990,8,22,30.95,22.8,62.25,28.46014,31.60042
8/23/1990,QUY NHON,13.77,109.22,1990,8,23,29.5,23.26,69.2,27.025878,27.34917
8/24/1990,QUY NHON,13.77,109.22,1990,8,24,29.1,22.4,68.33333333,26.61512,29.31728
8/25/1990,QUY NHON,13.77,109.22,1990,8,25,30.28,21.36,59.2,27.772128,29.6904
8/26/1990,QUY NHON,13.77,109.22,1990,8,26,29.16,22.06,65.8,26.669558,27.31857
8/27/1990,QUY NHON,13.77,109.22,1990,8,27,27.86,23.04,75.2,25.392352,27.74218
8/28/1990,QUY NHON,13.77,109.22,1990,8,28,28.94,22.36,68,26.455468,27.73759
8/29/1990,QUY NHON,13.77,109.22,1990,8,29,30.22,21.38,60.6,27.712794,34.06859
8/30/1990,QUY NHON,13.77,109.22,1990,8,30,28.48333333,24.5,79.16666667,26.03428333,28.4747
8/31/1990,QUY NHON,13.77,109.22,1990,8,31,28.23333333,23.43333333,75.66666667,25.76946333,27.33693
9/1/1990,QUY NHON,13.77,109.22,1990,9,1,32.36,25.32,67,29.900236,32.95841
9/2/1990,QUY NHON,13.77,109.22,1990,9,2,29.76666667,25,76,27.31756667,28.06639
9/3/1990,QUY NHON,13.77,109.22,1990,9,3,26.8,24.44,87.4,24.360132,27.55715
9/4/1990,QUY NHON,13.77,109.22,1990,9,4,25.98,23.56,87,23.531588,26.55397
9/5/1990,QUY NHON,13.77,109.22,1990,9,5,30.15,23.75,69,27.679475,29.82958
9/6/1990,QUY NHON,13.77,109.22,1990,9,6,28,24.4,81,25.55232,25.55232
9/7/1990,QUY NHON,13.77,109.22,1990,9,7,30.91666667,24.21666667,68.83333333,28.44868167,33.13273
9/8/1990,QUY NHON,13.77,109.22,1990,9,8,29,23.92,74.8,26.538976,30.72571
9/9/1990,QUY NHON,13.77,109.22,1990,9,9,27.77142857,23.3,76.85714286,25.30829,27.15343
9/10/1990,QUY NHON,13.77,109.22,1990,9,10,28.93333333,24.16666667,75.66666667,26.47648333,30.54833
9/11/1990,QUY NHON,13.77,109.22,1990,9,11,31.56,24.24,66.4,29.088512,36.9084
9/12/1990,QUY NHON,13.77,109.22,1990,9,12,29.76666667,22.68333333,66.16666667,27.28212167,29.93051
9/13/1990,QUY NHON,13.77,109.22,1990,9,13,35.625,24.025,56.25,33.1258325,47.44786
9/14/1990,QUY NHON,13.77,109.22,1990,9,14,30.76666667,25.71666667,75.33333333,28.32253167,31.75337
9/15/1990,QUY NHON,13.77,109.22,1990,9,15,27.67142857,23.38571429,78.28571429,25.21020143,30.72418
9/16/1990,QUY NHON,13.77,109.22,1990,9,16,27.92857143,23.1,76,25.46143,31.50102
9/17/1990,QUY NHON,13.77,109.22,1990,9,17,28.58,23,72.4,26.10742,27.64737
9/18/1990,QUY NHON,13.77,109.22,1990,9,18,28.85,22.625,69.5,26.3700625,27.71617
9/19/1990,QUY NHON,13.77,109.22,1990,9,19,27.6,22.3,73,25.12259,25.12259
9/20/1990,QUY NHON,13.77,109.22,1990,9,20,29.6,23.675,70.5,27.1316275,32.01026
9/21/1990,QUY NHON,13.77,109.22,1990,9,21,27.78333333,24.58333333,83.5,25.33975833,28.85853
