YMD,NAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,DEW_2,TMP_2,RH,AT mean,AT max
8/17/1992,LAO CAI,22.5,103.9666666,1992,8,17,20.95,29,61.86867595,26.493535,32.22431
8/18/1992,LAO CAI,22.5,103.9666666,1992,8,18,23.35,28.45,73.92874919,25.983555,32.08824
8/19/1992,LAO CAI,22.5,103.9666666,1992,8,19,24.8,32.25,64.86837324,29.78294,32.10354
8/20/1992,LAO CAI,22.5,103.9666666,1992,8,20,25.43333333,30.73333333,73.426853,28.28506333,32.71677
8/21/1992,LAO CAI,22.5,103.9666666,1992,8,21,23.35,29.6,69.16879004,27.126655,30.48866
8/22/1992,LAO CAI,22.5,103.9666666,1992,8,22,25.3,26.7,92.04871668,24.27389,25.77713
8/23/1992,LAO CAI,22.5,103.9666666,1992,8,23,24.76666667,28.56666667,79.94879547,26.12119667,29.62007
8/24/1992,LAO CAI,22.5,103.9666666,1992,8,24,23.95,28.05,78.45452019,25.595135,28.22388
8/25/1992,LAO CAI,22.5,103.9666666,1992,8,25,25.1,29.6,76.82235153,27.15343,28.13519
8/26/1992,LAO CAI,22.5,103.9666666,1992,8,26,24.2,25.96666667,90.00831327,23.52812667,24.15919
8/27/1992,LAO CAI,22.5,103.9666666,1992,8,27,25.23333333,28.96666667,80.31991529,26.52593667,30.22412
8/28/1992,LAO CAI,22.5,103.9666666,1992,8,28,26.36666667,30.26666667,79.70094601,27.83547667,32.13261
8/29/1992,LAO CAI,22.5,103.9666666,1992,8,29,25.725,28.7,83.98862564,26.2683925,32.53939
8/30/1992,LAO CAI,22.5,103.9666666,1992,8,30,26.25,32.25,70.70209977,29.805125,32.02556
8/31/1992,LAO CAI,22.5,103.9666666,1992,8,31,25.65,32.2,68.42791402,29.746245,32.91251
9/1/1992,LAO CAI,22.5,103.9666666,1992,9,1,23.8,29.5,71.4810331,27.03414,32.56535
9/2/1992,LAO CAI,22.5,103.9666666,1992,9,2,22.9,27.45,76.26573664,24.98267,29.40903
9/3/1992,LAO CAI,22.5,103.9666666,1992,9,3,25.75,29.65,79.61851386,27.213075,28.13366
9/4/1992,LAO CAI,22.5,103.9666666,1992,9,4,24.625,30.65,70.3068728,28.1898625,31.60348
9/5/1992,LAO CAI,22.5,103.9666666,1992,9,5,23.65,30.6,66.50131055,28.125245,32.7183
9/6/1992,LAO CAI,22.5,103.9666666,1992,9,6,24.3,31,67.58762453,28.53279,28.53279
9/7/1992,LAO CAI,22.5,103.9666666,1992,9,7,23.9,30.33333333,68.54801232,27.86400333,33.18776
9/8/1992,LAO CAI,22.5,103.9666666,1992,9,8,22.6,23.8,93.00493307,21.34998,21.34998
9/9/1992,LAO CAI,22.5,103.9666666,1992,9,9,24.2,25.7,91.44181597,23.26306,23.95733
9/11/1992,LAO CAI,22.5,103.9666666,1992,9,11,25.8,28.6,84.85388717,26.17014,26.17014
9/12/1992,LAO CAI,22.5,103.9666666,1992,9,12,25.6,34,61.66375454,31.53468,31.53468
9/13/1992,LAO CAI,22.5,103.9666666,1992,9,13,24.05,27.1,83.43721856,24.652365,27.54797
9/15/1992,LAO CAI,22.5,103.9666666,1992,9,15,26.1,27.2,93.72693427,24.78313,24.78313
9/16/1992,LAO CAI,22.5,103.9666666,1992,9,16,24.7,26.4,90.3983662,23.96651,23.96651
9/18/1992,LAO CAI,22.5,103.9666666,1992,9,18,24.4,24.8,97.63636061,22.37152,22.37152
9/20/1992,LAO CAI,22.5,103.9666666,1992,9,20,24.5,27.8,82.27664142,25.35505,25.35505
9/21/1992,LAO CAI,22.5,103.9666666,1992,9,21,23.3,27.4,78.36224762,24.93909,27.91344
9/22/1992,LAO CAI,22.5,103.9666666,1992,9,22,23,23.4,97.61173726,20.9585,20.9585
9/23/1992,LAO CAI,22.5,103.9666666,1992,9,23,23.7,24,98.21206396,21.56561,21.56561
9/25/1992,LAO CAI,22.5,103.9666666,1992,9,25,21.9,28.9,65.9559585,26.40867,30.24855
9/26/1992,LAO CAI,22.5,103.9666666,1992,9,26,23,24.2,93.02515572,21.7537,21.7537
9/28/1992,LAO CAI,22.5,103.9666666,1992,9,28,22,29.4,64.46861316,26.9072,26.9072
9/29/1992,LAO CAI,22.5,103.9666666,1992,9,29,21.5,28.6,65.4925611,26.10435,26.10435
9/30/1992,LAO CAI,22.5,103.9666666,1992,9,30,21.9,22.6,95.8289525,20.14647,20.14647
10/1/1992,LAO CAI,22.5,103.9666666,1992,10,1,23.83333333,26.43333333,85.65289753,23.98638333,28.02814
10/2/1992,LAO CAI,22.5,103.9666666,1992,10,2,23.53333333,28.5,74.53400298,26.03606,29.60171
10/3/1992,LAO CAI,22.5,103.9666666,1992,10,3,23.06666667,25.96666667,84.06880618,23.51078667,28.01896
10/4/1992,LAO CAI,22.5,103.9666666,1992,10,4,23.25,27.9,75.87537212,25.435325,29.10777
10/5/1992,LAO CAI,22.5,103.9666666,1992,10,5,22.71666667,25.53333333,84.44732192,23.07469833,25.33822
10/6/1992,LAO CAI,22.5,103.9666666,1992,10,6,21.5,24.25,84.65412378,21.78045,26.90567
10/7/1992,LAO CAI,22.5,103.9666666,1992,10,7,20.35,25.5,73.20597406,23.005355,27.473
10/8/1992,LAO CAI,22.5,103.9666666,1992,10,8,21.125,24.6,81.01463442,22.1226125,27.87978
10/9/1992,LAO CAI,22.5,103.9666666,1992,10,9,21.25,24.61666667,81.55703473,22.14109167,27.19316
10/10/1992,LAO CAI,22.5,103.9666666,1992,10,10,21.4,26.2,74.91698939,23.71722,27.29256
10/11/1992,LAO CAI,22.5,103.9666666,1992,10,11,22.18,25.08,83.97168355,22.615874,25.31986
10/12/1992,LAO CAI,22.5,103.9666666,1992,10,12,18.96,20.36,91.67691202,17.874928,18.73498
10/13/1992,LAO CAI,22.5,103.9666666,1992,10,13,17.03333333,18.1,93.4936222,15.59901,16.10162
10/14/1992,LAO CAI,22.5,103.9666666,1992,10,14,16.5,19.13333333,84.72365611,16.61798333,17.97186
10/15/1992,LAO CAI,22.5,103.9666666,1992,10,15,15.48,19.2,79.05328268,16.668644,18.82362
10/16/1992,LAO CAI,22.5,103.9666666,1992,10,16,18.1,21.2,82.49433501,18.69673,22.88071
10/17/1992,LAO CAI,22.5,103.9666666,1992,10,17,17.375,19.55,87.26284315,17.0455375,21.48299
10/18/1992,LAO CAI,22.5,103.9666666,1992,10,18,15.2,21.525,67.26283187,18.97541,25.33205
10/19/1992,LAO CAI,22.5,103.9666666,1992,10,19,14.88333333,19.23333333,75.92262544,16.69264833,25.62107
10/20/1992,LAO CAI,22.5,103.9666666,1992,10,20,14.9,19.83333333,73.22298933,17.28930333,25.225
10/21/1992,LAO CAI,22.5,103.9666666,1992,10,21,15.5,20.94,71.07502376,18.39851,24.82893
10/22/1992,LAO CAI,22.5,103.9666666,1992,10,22,17.42,22.82,71.6020663,20.296606,26.21441
10/23/1992,LAO CAI,22.5,103.9666666,1992,10,23,18.9,19.8,94.55430272,17.31737,17.31737
10/26/1992,LAO CAI,22.5,103.9666666,1992,10,26,17.9,23.4,71.25770984,20.88047,24.66073
10/27/1992,LAO CAI,22.5,103.9666666,1992,10,27,18.125,22.7,75.39909676,20.1881125,26.28785
10/28/1992,LAO CAI,22.5,103.9666666,1992,10,28,19.16666667,26.46666667,64.24262299,23.94811667,28.26667
10/29/1992,LAO CAI,22.5,103.9666666,1992,10,29,20.575,24.675,77.96923308,22.1887475,25.69604
10/30/1992,LAO CAI,22.5,103.9666666,1992,10,30,20.15,22.5,86.58553254,20.020295,23.50312
10/31/1992,LAO CAI,22.5,103.9666666,1992,10,31,20.2,22.7,85.80551387,20.21986,23.11623
11/1/1992,LAO CAI,22.5,103.9666666,1992,11,1,17.54,21.54,77.99509424,19.026122,25.26784
11/2/1992,LAO CAI,22.5,103.9666666,1992,11,2,15.3,15.7,97.4692034,13.18689,13.18689
11/3/1992,LAO CAI,22.5,103.9666666,1992,11,3,16.55,21,75.7217109,18.474215,24.95281
11/4/1992,LAO CAI,22.5,103.9666666,1992,11,4,12.15,23,50.43005434,20.394895,26.04162
11/5/1992,LAO CAI,22.5,103.9666666,1992,11,5,18.56666667,22.83333333,76.89204833,20.32740333,25.24642
11/6/1992,LAO CAI,22.5,103.9666666,1992,11,6,18.5,20.25,89.6855043,17.75855,19.90636
11/7/1992,LAO CAI,22.5,103.9666666,1992,11,7,20.26666667,22.83333333,85.46607761,20.35341333,23.90378
11/8/1992,LAO CAI,22.5,103.9666666,1992,11,8,19.48333333,20.66666667,92.93970863,18.18776167,19.84062
11/9/1992,LAO CAI,22.5,103.9666666,1992,11,9,12.68333333,15.38333333,83.94466978,12.83208833,14.40259
11/10/1992,LAO CAI,22.5,103.9666666,1992,11,10,8.85,17.05,58.49962708,14.430105,19.91391
11/11/1992,LAO CAI,22.5,103.9666666,1992,11,11,10.18333333,16.36666667,66.81634602,13.77127167,20.12801
11/12/1992,LAO CAI,22.5,103.9666666,1992,11,12,12.075,17.05,72.52970719,14.4794475,23.49695
11/13/1992,LAO CAI,22.5,103.9666666,1992,11,13,13.43333333,17.6,76.56725554,15.04693,22.23076
11/14/1992,LAO CAI,22.5,103.9666666,1992,11,14,12.74,16.28,79.56336103,13.724242,22.00289
11/15/1992,LAO CAI,22.5,103.9666666,1992,11,15,13.17142857,17.4,76.22712413,14.84412286,19.42614
11/16/1992,LAO CAI,22.5,103.9666666,1992,11,16,14.94,18.16,81.48972396,15.626622,19.64024
11/17/1992,LAO CAI,22.5,103.9666666,1992,11,17,15.76666667,20.56666667,73.97956508,18.03149667,21.82551
11/18/1992,LAO CAI,22.5,103.9666666,1992,11,18,17.96666667,20.55,85.14242732,18.04859,20.68932
11/19/1992,LAO CAI,22.5,103.9666666,1992,11,19,19,20.18333333,92.91464188,17.69993333,19.9186
11/20/1992,LAO CAI,22.5,103.9666666,1992,11,20,15.44,16.46,93.69369868,13.944472,16.49922
11/21/1992,LAO CAI,22.5,103.9666666,1992,11,21,14.18333333,17.53333333,80.72697669,14.99213833,18.01312
11/22/1992,LAO CAI,22.5,103.9666666,1992,11,22,15.37142857,18.67142857,81.13795649,16.14158286,19.03925
11/23/1992,LAO CAI,22.5,103.9666666,1992,11,23,16.81666667,18.51666667,89.83988899,16.00986167,17.08644
11/24/1992,LAO CAI,22.5,103.9666666,1992,11,24,17.84,19.56,89.80339756,17.062592,18.2823
11/25/1992,LAO CAI,22.5,103.9666666,1992,11,25,15.06666667,16.51666667,91.14544978,13.99508667,15.80342
11/26/1992,LAO CAI,22.5,103.9666666,1992,11,26,12.95,16.66666667,78.70434598,14.11180167,16.22086
11/27/1992,LAO CAI,22.5,103.9666666,1992,11,27,12.6,16.78,76.37029743,14.2191,17.92137
11/28/1992,LAO CAI,22.5,103.9666666,1992,11,28,12.55,16.66666667,76.67000139,14.10568167,20.40637
11/29/1992,LAO CAI,22.5,103.9666666,1992,11,29,11.86666667,12.3,97.18841706,9.75476,11.06124
11/30/1992,LAO CAI,22.5,103.9666666,1992,11,30,13.2,15.15,88.13883817,12.60806,20.84528
12/1/1992,LAO CAI,22.5,103.9666666,1992,12,1,12.04,17.02,72.50041159,14.449092,21.19851
12/2/1992,LAO CAI,22.5,103.9666666,1992,12,2,11.125,17.375,66.73186912,14.7879625,20.58987
12/3/1992,LAO CAI,22.5,103.9666666,1992,12,3,11.88,15.22,80.46754141,12.657444,19.49494
12/4/1992,LAO CAI,22.5,103.9666666,1992,12,4,12.35,13.55,92.45563748,11.004655,11.55212
12/5/1992,LAO CAI,22.5,103.9666666,1992,12,5,14.825,19.825,72.90782072,17.2798725,20.05008
12/6/1992,LAO CAI,22.5,103.9666666,1992,12,6,16.45,19.175,84.23566489,16.658635,22.26442
12/7/1992,LAO CAI,22.5,103.9666666,1992,12,7,15.16666667,20.5,71.48152697,17.95605,23.41591
12/8/1992,LAO CAI,22.5,103.9666666,1992,12,8,15.92,21.38,71.06577344,18.842296,23.22782
12/9/1992,LAO CAI,22.5,103.9666666,1992,12,9,15.7,18.9,81.68895639,16.37381,22.24912
12/10/1992,LAO CAI,22.5,103.9666666,1992,12,10,17.125,22.65,71.00745743,20.1231125,23.46181
12/11/1992,LAO CAI,22.5,103.9666666,1992,12,11,17.325,22.25,73.68075459,19.7285725,23.26607
12/12/1992,LAO CAI,22.5,103.9666666,1992,12,12,17.14,22.36,72.33810385,19.835082,24.25548
12/13/1992,LAO CAI,22.5,103.9666666,1992,12,13,16.84,21.86,73.17178682,19.333492,24.46346
12/14/1992,LAO CAI,22.5,103.9666666,1992,12,14,17.82,23.04,72.45897476,20.521406,25.0721
12/15/1992,LAO CAI,22.5,103.9666666,1992,12,15,11.525,20.3,57.08035152,17.7015325,20.18462
12/16/1992,LAO CAI,22.5,103.9666666,1992,12,16,11.7,17.475,68.88307162,14.89616,20.37271
12/17/1992,LAO CAI,22.5,103.9666666,1992,12,17,13.13333333,18.53333333,70.80773341,15.97007333,17.4106
12/18/1992,LAO CAI,22.5,103.9666666,1992,12,18,15.56666667,18.66666667,82.18422531,16.13983667,18.25476
12/19/1992,LAO CAI,22.5,103.9666666,1992,12,19,16.775,20.7,78.24216847,18.1794575,20.47216
12/20/1992,LAO CAI,22.5,103.9666666,1992,12,20,15.94,20.52,75.01917891,17.987762,23.04126
12/21/1992,LAO CAI,22.5,103.9666666,1992,12,21,16.46,21.42,73.37454931,18.890318,24.24477
12/22/1992,LAO CAI,22.5,103.9666666,1992,12,22,16.9,20.8,78.38096858,18.28077,23.26607
12/23/1992,LAO CAI,22.5,103.9666666,1992,12,23,14.46,18.34,78.11886396,15.798198,18.69673
12/24/1992,LAO CAI,22.5,103.9666666,1992,12,24,11.16666667,12,94.64290575,9.44585,9.64822
12/25/1992,LAO CAI,22.5,103.9666666,1992,12,25,11.98333333,14.3,85.966634,11.744545,13.93313
