YMD,NAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,DEW_2,TMP_2,RH,AT mean,AT max
11/4/1990,LANG SON,21.8333333,106.7666666,1990,11,4,13.5,17.8,75.93732402,15.24675,15.24675
11/10/1990,LANG SON,21.8333333,106.7666666,1990,11,10,0.2,8.6,55.551663,5.89846,5.89846
11/26/1990,LANG SON,21.8333333,106.7666666,1990,11,26,14.8,19.3,75.20341273,16.75764,16.75764
12/6/1990,LANG SON,21.8333333,106.7666666,1990,12,6,12.1,16.5,75.22945063,13.93313,13.93313
12/15/1990,LANG SON,21.8333333,106.7666666,1990,12,15,19.5,30,53.39552678,27.46535,27.46535
1/8/1991,LANG SON,21.8333333,106.7666666,1991,1,8,3.7,4.5,94.54385947,1.87661,1.87661
1/10/1991,LANG SON,21.8333333,106.7666666,1991,1,10,9,12.4,79.75441083,9.8103,9.8103
1/22/1991,LANG SON,21.8333333,106.7666666,1991,1,22,8.2,11.9,78.07917586,9.30106,9.30106
1/27/1991,LANG SON,21.8333333,106.7666666,1991,1,27,0.4,4.7,73.68191368,2.02492,2.02492
2/3/1991,LANG SON,21.8333333,106.7666666,1991,2,3,0.1,2.8,82.4076916,0.13173,0.13173
2/4/1991,LANG SON,21.8333333,106.7666666,1991,2,4,8.1,9.8,89.16499086,7.21213,7.21213
2/6/1991,LANG SON,21.8333333,106.7666666,1991,2,6,0.3,9.4,53.01656849,6.69519,6.69519
2/10/1991,LANG SON,21.8333333,106.7666666,1991,2,10,9.8,18,58.73164843,15.38894,15.38894
2/12/1991,LANG SON,21.8333333,106.7666666,1991,2,12,18.6,22.1,80.56383888,19.59898,19.59898
3/3/1991,LANG SON,21.8333333,106.7666666,1991,3,3,1.2,3.9,82.55033657,1.24196,1.24196
3/15/1991,LANG SON,21.8333333,106.7666666,1991,3,15,2.1,11.9,51.08351091,9.20773,9.20773
3/23/1991,LANG SON,21.8333333,106.7666666,1991,3,23,21,23.1,87.98439575,20.6297,20.6297
4/29/1991,LANG SON,21.8333333,106.7666666,1991,4,29,22.8,24,93.01505523,21.55184,21.55184
5/8/1991,LANG SON,21.8333333,106.7666666,1991,5,8,15,18.2,81.59979524,15.6673,15.6673
6/15/1991,LANG SON,21.8333333,106.7666666,1991,6,15,19.2,20.6,91.69144992,18.11716,18.11716
7/16/1991,LANG SON,21.8333333,106.7666666,1991,7,16,13.6,29.3,38.20468748,26.67928,26.67928
7/23/1991,LANG SON,21.8333333,106.7666666,1991,7,23,22.8,31.3,60.69869342,28.80804,28.80804
8/4/1991,LANG SON,21.8333333,106.7666666,1991,8,4,23.6,29.6,70.21952167,27.13048,27.13048
8/18/1991,LANG SON,21.8333333,106.7666666,1991,8,18,26.4,27,96.52927609,24.58892,24.58892
8/30/1991,LANG SON,21.8333333,106.7666666,1991,8,30,25,28.5,81.38430034,26.0585,26.0585
9/19/1991,LANG SON,21.8333333,106.7666666,1991,9,19,22.3,23,95.84123755,20.55019,20.55019
10/4/1991,LANG SON,21.8333333,106.7666666,1991,10,4,18.6,21.8,82.05179279,19.30078,19.30078
11/14/1991,LANG SON,21.8333333,106.7666666,1991,11,14,8.8,16.4,60.75849869,13.78324,13.78324
11/19/1991,LANG SON,21.8333333,106.7666666,1991,11,19,9.8,12.3,84.71516947,9.72314,9.72314
11/22/1991,LANG SON,21.8333333,106.7666666,1991,11,22,18.4,19.4,93.94772732,16.91212,16.91212
11/23/1991,LANG SON,21.8333333,106.7666666,1991,11,23,20.2,23.3,82.74553415,20.81626,20.81626
11/24/1991,LANG SON,21.8333333,106.7666666,1991,11,24,18.7,22.2,80.57705409,19.69991,19.69991
11/29/1991,LANG SON,21.8333333,106.7666666,1991,11,29,12,14.2,86.61974135,11.6454,11.6454
12/15/1991,LANG SON,21.8333333,106.7666666,1991,12,15,12.4,13.4,93.66991347,10.85632,10.85632
12/24/1991,LANG SON,21.8333333,106.7666666,1991,12,24,18.1,21,83.51354068,18.49793,18.49793
12/28/1991,LANG SON,21.8333333,106.7666666,1991,12,28,5.8,9.5,77.70833681,6.87874,6.87874
1/4/1992,LANG SON,21.8333333,106.7666666,1992,1,4,9.8,10.2,97.35947156,7.63574,7.63574
1/20/1992,LANG SON,21.8333333,106.7666666,1992,1,20,2.6,12.7,50.22282047,10.01058,10.01058
2/26/1992,LANG SON,21.8333333,106.7666666,1992,2,26,12.66666667,13.55,94.3961432,11.0095,11.65305
2/27/1992,LANG SON,21.8333333,106.7666666,1992,2,27,14.6,15.6,93.77393369,13.07678,13.07678
2/28/1992,LANG SON,21.8333333,106.7666666,1992,2,28,10.7,23.5,44.4542335,20.86971,20.86971
2/29/1992,LANG SON,21.8333333,106.7666666,1992,2,29,17.9,24.2,67.90945167,21.67567,23.55815
3/1/1992,LANG SON,21.8333333,106.7666666,1992,3,1,17.35,24.6,64.04238737,22.064855,23.93433
3/3/1992,LANG SON,21.8333333,106.7666666,1992,3,3,16.6,28.3,49.09616352,25.73118,25.73118
3/4/1992,LANG SON,21.8333333,106.7666666,1992,3,4,11.2,13.8,84.3193655,11.23556,11.23556
3/5/1992,LANG SON,21.8333333,106.7666666,1992,3,5,3.5,14.1,48.85881902,11.41595,12.49711
3/6/1992,LANG SON,21.8333333,106.7666666,1992,3,6,4.7,12.05,60.76227491,9.39661,9.83014
3/7/1992,LANG SON,21.8333333,106.7666666,1992,3,7,6.5,16.4,51.94235186,13.74805,13.74805
3/8/1992,LANG SON,21.8333333,106.7666666,1992,3,8,7.8,13.5,68.42524036,10.88534,13.59056
3/9/1992,LANG SON,21.8333333,106.7666666,1992,3,9,11.75,12.76666667,93.53657449,10.21684167,13.24345
3/10/1992,LANG SON,21.8333333,106.7666666,1992,3,10,13.74,16.12,85.79593514,13.580502,17.33568
3/11/1992,LANG SON,21.8333333,106.7666666,1992,3,11,15.85,19.425,79.82207602,16.897955,18.04831
3/12/1992,LANG SON,21.8333333,106.7666666,1992,3,12,18.73333333,19.63333333,94.54757034,17.14915333,17.60945
3/13/1992,LANG SON,21.8333333,106.7666666,1992,3,13,19.92,22.32,86.30086147,19.837856,21.00894
3/14/1992,LANG SON,21.8333333,106.7666666,1992,3,14,19.5,21.56666667,88.03526177,19.08261667,19.51029
3/15/1992,LANG SON,21.8333333,106.7666666,1992,3,15,20.175,22.55,86.45652238,20.0703775,20.9126
3/16/1992,LANG SON,21.8333333,106.7666666,1992,3,16,20.08333333,25.01666667,74.11046071,22.52084167,25.97588
3/17/1992,LANG SON,21.8333333,106.7666666,1992,3,17,18.1,20.36,86.8712726,17.86177,22.11764
3/18/1992,LANG SON,21.8333333,106.7666666,1992,3,18,11.4,12.7,91.79808043,10.14522,11.73103
3/19/1992,LANG SON,21.8333333,106.7666666,1992,3,19,11.81666667,12.23333333,97.2938584,9.687728333,10.16052
3/20/1992,LANG SON,21.8333333,106.7666666,1992,3,20,15.175,15.875,95.61405174,13.3589275,14.29559
3/21/1992,LANG SON,21.8333333,106.7666666,1992,3,21,15.12,15.88,95.24628789,13.363056,14.50051
3/22/1992,LANG SON,21.8333333,106.7666666,1992,3,22,13.91666667,14.81666667,94.34753758,12.28769167,13.74198
3/23/1992,LANG SON,21.8333333,106.7666666,1992,3,23,12.425,12.75,97.89206492,10.2106025,10.46484
3/24/1992,LANG SON,21.8333333,106.7666666,1992,3,24,12.2,12.725,96.61376332,10.18231,10.45872
3/25/1992,LANG SON,21.8333333,106.7666666,1992,3,25,12,12.4,97.40420118,9.8562,10.55965
3/26/1992,LANG SON,21.8333333,106.7666666,1992,3,26,10.5,13.38,82.71589593,10.80737,11.32578
3/27/1992,LANG SON,21.8333333,106.7666666,1992,3,27,10.1,11.3,92.3265388,8.73373,9.03652
3/28/1992,LANG SON,21.8333333,106.7666666,1992,3,28,9.85,14.85,72.00708051,12.258605,13.99887
3/29/1992,LANG SON,21.8333333,106.7666666,1992,3,29,10.13333333,15.5,70.38365438,12.90904,15.39812
3/30/1992,LANG SON,21.8333333,106.7666666,1992,3,30,14.31666667,17.51666667,81.51215357,14.97761167,18.13088
3/31/1992,LANG SON,21.8333333,106.7666666,1992,3,31,15.6,16.38333333,95.12207988,13.87071333,14.68707
4/1/1992,LANG SON,21.8333333,106.7666666,1992,4,1,14.75,21.6,65.04398879,19.043075,20.04243
4/2/1992,LANG SON,21.8333333,106.7666666,1992,4,2,17.25,18.85,90.43465123,16.347825,18.48722
4/3/1992,LANG SON,21.8333333,106.7666666,1992,4,3,18.25,18.7,97.22079572,16.214025,16.71638
4/4/1992,LANG SON,21.8333333,106.7666666,1992,4,4,18.55,19,97.22707208,16.516815,16.71638
4/5/1992,LANG SON,21.8333333,106.7666666,1992,4,5,20.8,23.05,87.17225435,20.57694,21.32244
4/6/1992,LANG SON,21.8333333,106.7666666,1992,4,6,20.83333333,22.63333333,89.58470148,20.16328333,22.82415
4/7/1992,LANG SON,21.8333333,106.7666666,1992,4,7,21.16666667,24,84.19604935,21.52685,23.62547
4/8/1992,LANG SON,21.8333333,106.7666666,1992,4,8,18.75,21.5,84.35834742,19.004875,20.9126
4/9/1992,LANG SON,21.8333333,106.7666666,1992,4,9,20.8,22.46666667,90.3106004,19.99710667,22.42196
4/10/1992,LANG SON,21.8333333,106.7666666,1992,4,10,20.27142857,20.54285714,98.33871967,18.07675286,19.84827
4/11/1992,LANG SON,21.8333333,106.7666666,1992,4,11,16.36,20.36,77.81988429,17.835148,19.97057
4/12/1992,LANG SON,21.8333333,106.7666666,1992,4,12,14.9,19.3,75.68934393,16.75917,18.34192
4/13/1992,LANG SON,21.8333333,106.7666666,1992,4,13,15.175,20.05,73.53606515,17.5088775,18.504
4/14/1992,LANG SON,21.8333333,106.7666666,1992,4,14,12.6,20.53333333,60.38977843,17.94991333,20.18921
4/15/1992,LANG SON,21.8333333,106.7666666,1992,4,15,14.8,21.025,67.5948593,18.47229,21.19545
4/16/1992,LANG SON,21.8333333,106.7666666,1992,4,16,14.975,20.825,69.20654596,18.2761675,23.3211
4/17/1992,LANG SON,21.8333333,106.7666666,1992,4,17,17.98333333,23.68333333,70.41917789,21.16337833,24.6745
4/18/1992,LANG SON,21.8333333,106.7666666,1992,4,18,19.7,24.66666667,73.8988492,22.16707667,27.76049
4/19/1992,LANG SON,21.8333333,106.7666666,1992,4,19,21.71666667,24.83333333,82.84126547,22.36359833,27.8018
4/20/1992,LANG SON,21.8333333,106.7666666,1992,4,20,21.13333333,30.16666667,58.50045786,27.65600667,30.36172
4/21/1992,LANG SON,21.8333333,106.7666666,1992,4,21,18.875,31.025,48.42993385,28.4746375,32.83137
4/22/1992,LANG SON,21.8333333,106.7666666,1992,4,22,19.2,26.18,65.47494939,23.66368,29.17198
4/23/1992,LANG SON,21.8333333,106.7666666,1992,4,23,22.425,27.575,73.55899601,25.0996525,28.10612
4/24/1992,LANG SON,21.8333333,106.7666666,1992,4,24,23.06,25.46,86.59834753,23.007058,24.13624
4/25/1992,LANG SON,21.8333333,106.7666666,1992,4,25,22.61666667,24.06666667,91.61890756,21.61530167,23.8258
4/26/1992,LANG SON,21.8333333,106.7666666,1992,4,26,21.5,24.15,85.16340209,21.68105,22.44491
4/27/1992,LANG SON,21.8333333,106.7666666,1992,4,27,19.84,25.5,70.93227258,22.997552,28.75296
4/28/1992,LANG SON,21.8333333,106.7666666,1992,4,28,22.36,27.36,74.19685533,24.884948,27.91803
4/29/1992,LANG SON,21.8333333,106.7666666,1992,4,29,21.475,27.825,68.41043863,25.3336175,28.20246
4/30/1992,LANG SON,21.8333333,106.7666666,1992,4,30,20.83333333,28.6,62.86732992,26.09415,30.1415
5/1/1992,LANG SON,21.8333333,106.7666666,1992,5,1,22.5,27.12,75.89147721,24.64853,28.09082
5/2/1992,LANG SON,21.8333333,106.7666666,1992,5,2,22.6,27.54,74.49749754,25.06754,28.00213
5/3/1992,LANG SON,21.8333333,106.7666666,1992,5,3,22.53333333,28.76666667,69.08043878,26.28582667,27.91191
5/4/1992,LANG SON,21.8333333,106.7666666,1992,5,4,21.67142857,27.32857143,71.27740695,24.84317286,27.10906
5/5/1992,LANG SON,21.8333333,106.7666666,1992,5,5,22.65,26.15,81.08891646,23.686645,24.9192
5/6/1992,LANG SON,21.8333333,106.7666666,1992,5,6,23.7,26.775,83.27517762,24.32396,26.93474
5/7/1992,LANG SON,21.8333333,106.7666666,1992,5,7,23.775,28.925,73.78519469,26.4622075,30.01614
5/8/1992,LANG SON,21.8333333,106.7666666,1992,5,8,24,28.45,76.8797296,25.9935,28.23459
5/9/1992,LANG SON,21.8333333,106.7666666,1992,5,9,20.5,24.6,77.95827316,22.11305,22.11305
5/10/1992,LANG SON,21.8333333,106.7666666,1992,5,10,21.3,25.775,76.35598891,23.29324,30.27915
5/11/1992,LANG SON,21.8333333,106.7666666,1992,5,11,21.9,25.125,82.32950724,22.65632,23.43126
5/12/1992,LANG SON,21.8333333,106.7666666,1992,5,12,22.85,26.85,78.75967375,24.385505,27.21305
5/13/1992,LANG SON,21.8333333,106.7666666,1992,5,13,22.78333333,26.21666667,81.42587945,23.75495167,25.73276
5/14/1992,LANG SON,21.8333333,106.7666666,1992,5,14,22.95714286,25.45714286,86.07558332,23.00264429,24.44056
5/16/1992,LANG SON,21.8333333,106.7666666,1992,5,16,22.68333333,27.16666667,76.53099512,24.69772167,29.30351
5/17/1992,LANG SON,21.8333333,106.7666666,1992,5,17,21.36666667,25.7,77.01032125,23.21971,28.11683
5/18/1992,LANG SON,21.8333333,106.7666666,1992,5,18,18.97142857,23.42857143,76.07411376,20.92526286,23.97105
5/19/1992,LANG SON,21.8333333,106.7666666,1992,5,19,18.18333333,23.66666667,71.38114435,21.14987167,22.97858
5/20/1992,LANG SON,21.8333333,106.7666666,1992,5,20,16.94,20.88,78.19418207,18.360902,19.18302
5/21/1992,LANG SON,21.8333333,106.7666666,1992,5,21,18.84,22.22,81.18620488,19.721932,22.47852
5/22/1992,LANG SON,21.8333333,106.7666666,1992,5,22,21.8,24.65,84.18098368,22.18264,25.12259
5/23/1992,LANG SON,21.8333333,106.7666666,1992,5,23,23.175,28.525,72.83333689,26.0554275,29.60783
5/24/1992,LANG SON,21.8333333,106.7666666,1992,5,24,23.275,24.75,91.52162159,22.3046075,24.25094
5/25/1992,LANG SON,21.8333333,106.7666666,1992,5,25,22.52857143,26.61428571,78.31788552,24.14628714,31.59736
5/26/1992,LANG SON,21.8333333,106.7666666,1992,5,26,20.68333333,25.93333333,72.83046292,23.44118833,27.37513
5/27/1992,LANG SON,21.8333333,106.7666666,1992,5,27,20.78571429,27.04285714,68.64947458,24.54562143,28.1688
5/28/1992,LANG SON,21.8333333,106.7666666,1992,5,28,22.02857143,26.97142857,74.39126953,24.49363714,27.50207
5/29/1992,LANG SON,21.8333333,106.7666666,1992,5,29,24.3,28.06666667,80.04206937,25.61705667,27.04485
5/30/1992,LANG SON,21.8333333,106.7666666,1992,5,30,24.35714286,29,76.07864171,26.54566429,30.60336
5/31/1992,LANG SON,21.8333333,106.7666666,1992,5,31,23.525,30.2,67.53229537,27.7257325,30.20882
6/1/1992,LANG SON,21.8333333,106.7666666,1992,6,1,24.03333333,29.53333333,72.35141709,27.07084333,28.63219
6/2/1992,LANG SON,21.8333333,106.7666666,1992,6,2,24.44,27.42,83.82382635,24.976412,27.05862
6/3/1992,LANG SON,21.8333333,106.7666666,1992,6,3,24.08333333,29.28333333,73.62350175,26.82310833,36.77228
6/4/1992,LANG SON,21.8333333,106.7666666,1992,6,4,23.6,25.38333333,89.87666879,22.93911333,27.33234
6/5/1992,LANG SON,21.8333333,106.7666666,1992,6,5,23.975,29.85,70.79544971,27.3847175,29.41056
6/6/1992,LANG SON,21.8333333,106.7666666,1992,6,6,23.66666667,27.23333333,80.90055756,24.77903333,26.64266
6/7/1992,LANG SON,21.8333333,106.7666666,1992,6,7,20.46666667,22.6,87.76116494,20.12454,21.64359
6/8/1992,LANG SON,21.8333333,106.7666666,1992,6,8,20.64285714,25.84285714,73.03945844,23.35063571,27.36748
6/9/1992,LANG SON,21.8333333,106.7666666,1992,6,9,20.05,29.2,57.85488638,26.678565,28.75755
6/10/1992,LANG SON,21.8333333,106.7666666,1992,6,10,22.58333333,28.7,69.5589179,26.220325,29.77144
6/11/1992,LANG SON,21.8333333,106.7666666,1992,6,11,22.77142857,28.85714286,69.71915944,26.37940286,30.96424
6/12/1992,LANG SON,21.8333333,106.7666666,1992,6,12,22.85,27.05,77.83944479,24.584305,26.4408
6/13/1992,LANG SON,21.8333333,106.7666666,1992,6,13,23.5,28.38,74.90497736,25.91627,27.61065
6/14/1992,LANG SON,21.8333333,106.7666666,1992,6,14,23.68,30.02,68.87399642,27.549184,31.40774
6/15/1992,LANG SON,21.8333333,106.7666666,1992,6,15,23.525,29.7,69.50131933,27.2287325,30.77309
6/16/1992,LANG SON,21.8333333,106.7666666,1992,6,16,24.45,28.7,77.84442718,26.248885,28.92733
6/17/1992,LANG SON,21.8333333,106.7666666,1992,6,17,24,26.7,85.16630651,24.254,26.24659
6/18/1992,LANG SON,21.8333333,106.7666666,1992,6,18,23.54,25.62,88.30216873,23.173442,24.64854
6/19/1992,LANG SON,21.8333333,106.7666666,1992,6,19,23.8,26.76666667,83.81894736,24.31720667,25.04767
6/20/1992,LANG SON,21.8333333,106.7666666,1992,6,20,23.86666667,27.66666667,79.82887446,25.21282667,28.12601
6/21/1992,LANG SON,21.8333333,106.7666666,1992,6,21,24.1,29.7,71.94732912,27.23753,27.23753
6/22/1992,LANG SON,21.8333333,106.7666666,1992,6,22,24.26,29.6,73.06088271,27.140578,30.12166
6/23/1992,LANG SON,21.8333333,106.7666666,1992,6,23,25.7,28.98333333,82.49847356,26.54964333,29.65526
6/24/1992,LANG SON,21.8333333,106.7666666,1992,6,24,24.06666667,31.53333333,64.6550162,29.05935333,31.22118
6/25/1992,LANG SON,21.8333333,106.7666666,1992,6,25,25.3,30.1,75.53842155,27.65349,27.65349
6/26/1992,LANG SON,21.8333333,106.7666666,1992,6,26,24.3,26.96666667,85.36383788,24.52365667,26.64266
6/28/1992,LANG SON,21.8333333,106.7666666,1992,6,28,21.53333333,27.9,68.35524168,25.40906,27.1901
6/29/1992,LANG SON,21.8333333,106.7666666,1992,6,29,22.4,25.2,84.49722036,22.73852,22.73852
7/1/1992,LANG SON,21.8333333,106.7666666,1992,7,1,24.1,27.93333333,79.70489853,25.48146333,27.63513
7/2/1992,LANG SON,21.8333333,106.7666666,1992,7,2,23.8,29,73.57607488,26.53714,29.62313
7/3/1992,LANG SON,21.8333333,106.7666666,1992,7,3,24.16666667,28.8,76.09123016,26.34395,30.02073
7/4/1992,LANG SON,21.8333333,106.7666666,1992,7,4,24.83333333,30.23333333,72.90664401,27.77888333,29.62313
7/5/1992,LANG SON,21.8333333,106.7666666,1992,7,5,24.175,29.675,72.37599233,27.2138275,30.01308
7/6/1992,LANG SON,21.8333333,106.7666666,1992,7,6,23.5,24.7,93.05031252,22.25835,23.26459
7/7/1992,LANG SON,21.8333333,106.7666666,1992,7,7,23.425,25.3,89.37523213,22.8536025,25.63948
7/8/1992,LANG SON,21.8333333,106.7666666,1992,7,8,23.2,26.075,84.20774918,23.62051,29.224
7/9/1992,LANG SON,21.8333333,106.7666666,1992,7,9,22.6,27.68,73.89008462,25.2067,27.8018
7/10/1992,LANG SON,21.8333333,106.7666666,1992,7,10,23.21666667,27.48333333,77.58928553,25.02064833,27.32163
7/11/1992,LANG SON,21.8333333,106.7666666,1992,7,11,23.6375,25.4875,89.52401597,23.04322875,26.73135
7/12/1992,LANG SON,21.8333333,106.7666666,1992,7,12,23.1,24,94.71996347,21.55643,21.95556
7/13/1992,LANG SON,21.8333333,106.7666666,1992,7,13,23.2,26.55,81.87893328,24.09266,26.2267
7/15/1992,LANG SON,21.8333333,106.7666666,1992,7,15,23.4,24.2,95.30119874,21.75982,22.56114
7/16/1992,LANG SON,21.8333333,106.7666666,1992,7,16,23.05,28.75,71.3471043,26.277165,28.2988
7/17/1992,LANG SON,21.8333333,106.7666666,1992,7,17,23.8,29.96666667,69.58616027,27.49800667,36.3655
7/18/1992,LANG SON,21.8333333,106.7666666,1992,7,18,25.2,27.76666667,85.95434988,25.33262667,26.66102
7/19/1992,LANG SON,21.8333333,106.7666666,1992,7,19,24.95,29.88333333,74.90669058,27.43276833,29.8357
7/20/1992,LANG SON,21.8333333,106.7666666,1992,7,20,25.1,29.96666667,75.21826057,27.51789667,29.83264
7/21/1992,LANG SON,21.8333333,106.7666666,1992,7,21,23.125,24.6,91.51250558,22.1532125,25.75877
7/22/1992,LANG SON,21.8333333,106.7666666,1992,7,22,23.9,28.5,76.19743158,26.04167,26.04167
7/23/1992,LANG SON,21.8333333,106.7666666,1992,7,23,22.75,24.175,91.76443988,21.725025,23.54137
7/24/1992,LANG SON,21.8333333,106.7666666,1992,7,24,22.75,23.55,95.27877409,21.103775,21.25211
7/25/1992,LANG SON,21.8333333,106.7666666,1992,7,25,22.8,23.45,96.14599265,21.00514,21.75676
7/26/1992,LANG SON,21.8333333,106.7666666,1992,7,26,23.225,27.1,79.39236247,24.6397425,26.03096
7/27/1992,LANG SON,21.8333333,106.7666666,1992,7,27,22,30.8,59.48920942,28.2988,28.2988
7/28/1992,LANG SON,21.8333333,106.7666666,1992,7,28,24,24.86666667,94.94315443,22.43166667,23.36552
7/29/1992,LANG SON,21.8333333,106.7666666,1992,7,29,24.65,26.4,90.12862747,23.965745,26.06003
7/30/1992,LANG SON,21.8333333,106.7666666,1992,7,30,24.275,29.375,74.08174752,26.9171575,29.62007
7/31/1992,LANG SON,21.8333333,106.7666666,1992,7,31,23.13333333,30.73333333,63.97036654,28.24987333,29.3922
8/1/1992,LANG SON,21.8333333,106.7666666,1992,8,1,23.725,29.45,71.3646686,26.9832925,30.80522
8/2/1992,LANG SON,21.8333333,106.7666666,1992,8,2,23.75,28.7,74.64137979,26.238175,29.5069
8/3/1992,LANG SON,21.8333333,106.7666666,1992,8,3,23.08,29.24,69.47787992,26.764684,29.99013
8/4/1992,LANG SON,21.8333333,106.7666666,1992,8,4,23.22,28.24,74.2519961,25.772826,29.60171
8/5/1992,LANG SON,21.8333333,106.7666666,1992,8,5,23.325,26.625,82.1357126,24.1691225,26.81086
8/6/1992,LANG SON,21.8333333,106.7666666,1992,8,6,23.6,27.1,81.20913196,24.64548,24.64548
8/7/1992,LANG SON,21.8333333,106.7666666,1992,8,7,23.64,30.16,68.15816048,27.687732,31.6937
8/8/1992,LANG SON,21.8333333,106.7666666,1992,8,8,23.7,28.78,74.07262045,26.31693,30.4168
8/9/1992,LANG SON,21.8333333,106.7666666,1992,8,9,24.44,27.26,84.61338179,24.817372,28.25754
8/10/1992,LANG SON,21.8333333,106.7666666,1992,8,10,23.55,24.325,95.44922224,21.886365,22.46327
8/11/1992,LANG SON,21.8333333,106.7666666,1992,8,11,23.98,27.62,80.59409278,25.168174,28.02202
8/12/1992,LANG SON,21.8333333,106.7666666,1992,8,12,24.13333333,29.4,73.34903857,26.93984,28.43339
8/13/1992,LANG SON,21.8333333,106.7666666,1992,8,13,24.9,28.675,80.08254014,26.23092,29.82499
8/14/1992,LANG SON,21.8333333,106.7666666,1992,8,14,25,29.4,77.25174837,26.9531,30.52385
8/15/1992,LANG SON,21.8333333,106.7666666,1992,8,15,22.625,25.7,83.15238338,23.2389625,24.22646
8/16/1992,LANG SON,21.8333333,106.7666666,1992,8,16,20.75,26.05,72.62683921,23.558175,28.18104
8/17/1992,LANG SON,21.8333333,106.7666666,1992,8,17,22.46666667,26.25,79.71872266,23.78324,29.97024
8/18/1992,LANG SON,21.8333333,106.7666666,1992,8,18,22.3,28.78,68.05489337,26.29551,30.27609
8/19/1992,LANG SON,21.8333333,106.7666666,1992,8,19,22.62,29.38,67.0240748,26.896806,30.67216
8/20/1992,LANG SON,21.8333333,106.7666666,1992,8,20,23.4,29.27142857,70.7056046,26.80082,31.37408
8/21/1992,LANG SON,21.8333333,106.7666666,1992,8,21,23.78,29.44,71.64259464,26.974194,31.19517
8/22/1992,LANG SON,21.8333333,106.7666666,1992,8,22,24.32,26.1,89.94583754,23.662496,28.05262
8/23/1992,LANG SON,21.8333333,106.7666666,1992,8,23,22.5,26.06666667,80.75069701,23.60151667,24.9192
8/24/1992,LANG SON,21.8333333,106.7666666,1992,8,24,23.01666667,26.63333333,80.57956191,24.17268833,27.42562
8/25/1992,LANG SON,21.8333333,106.7666666,1992,8,25,23.6125,27.4,79.85325929,24.94387125,28.81416
8/26/1992,LANG SON,21.8333333,106.7666666,1992,8,26,24.175,28.7,76.57202345,26.2446775,29.23012
8/27/1992,LANG SON,21.8333333,106.7666666,1992,8,27,23.85,27.23333333,81.7980516,24.78183833,27.82934
8/28/1992,LANG SON,21.8333333,106.7666666,1992,8,28,24.1,28.73333333,76.08094099,26.27666333,30.12625
8/29/1992,LANG SON,21.8333333,106.7666666,1992,8,29,25.3,29.65,77.5188752,27.20619,30.93063
8/30/1992,LANG SON,21.8333333,106.7666666,1992,8,30,24.52,30.82,69.19119707,28.357236,31.3955
8/31/1992,LANG SON,21.8333333,106.7666666,1992,8,31,23.275,30.15,66.71234922,27.6722075,31.88026
9/1/1992,LANG SON,21.8333333,106.7666666,1992,9,1,22.25,29.5,65.08147414,27.010425,31.56829
9/2/1992,LANG SON,21.8333333,106.7666666,1992,9,2,23.1,28.22,73.80119827,25.75111,30.62172
9/3/1992,LANG SON,21.8333333,106.7666666,1992,9,3,23.28,28.08,75.21928866,25.614704,30.60489
9/4/1992,LANG SON,21.8333333,106.7666666,1992,9,4,23.73333333,30.11666667,68.71296572,27.64608667,31.9078
9/5/1992,LANG SON,21.8333333,106.7666666,1992,9,5,24.14,31.1,66.56158943,28.629742,32.57606
